BA ReferenceNumber,Ratepayer ,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,Relief total,Relief small business rates,Mandatory Relief,Relief discretionary,Top Up Discretionary Relief,Exempt Property,Transition 2018/19,VOA description
0200557010,WAKEFIELD MDC FAMILY SERVICES (E),"Badsworth J & I School, Main Street, Badsworth, Pontefract, West Yorkshire",WF9 1AJ,53.62925,-1.30088,Y,1990-04-01,30000,15600,,,,,,,School & Premises
0200557121,MOBILE BROADBAND NETWORK LIMITED,"Telecommunications Mast, Site 75067, Doncaster Road, Badsworth, Pontefract",WF9 1AY,53.64203,-1.31994,Y,2009-08-24,4300,2692.92,,,,,,-456.92,Communication Station & P
200651236,5TOWNS FRUIT AND VEG LIMITED,"Unit 3A, Foundry Business Centre, Lamb Inn Road, Knottingley, West Yorkshire",WF11 8AX,53.70830,-1.23774,Y,2016-09-01,5400,5400,Yes,,,,,-611.84,Workshop & Premises
200652452,THE ACCOUNT HOLDER,"Unit 3C, Foundry Business Centre, Lamb Inn Road, Knottingley, West Yorkshire",WF11 8AX,53.70830,-1.23774,Y,2015-12-18,4750,4750,Yes,,,,,-816.41,Store & Premises
200655959,FOUNDRY TYRES LIMITED,"Unit 3B, Foundry Business Centre, Lamb Inn Road, Knottingley, West Yorkshire",WF11 8AX,53.70830,-1.23774,Y,2014-09-10,3600,3600,Yes,,,,,-293.1,Workshop & Premises
201121308,YORKSHIRE VENTILATION SYSTEMS LIMITED,"Unit 6C, A1 Ferrybridge Business, Park, Fishergate, Knottingley",WF11 8JR,53.71061,-1.26444,Y,2017-03-01,8100,8100,Yes,,,,,-1161.7,Workshop & Premises
201544242,LIDL UK GMBH,"Hill Top, Knottingley, West Yorkshire",WF11 8EE,53.70848,-1.25404,Y,2016-02-18,171000,86697,,,,,,,Shop & Premises
204379040,ASDA STORES LIMITED,"Foxbridge Way, Normanton, West Yorkshire",WF6 1TN,53.70590,-1.38849,Y,2005-01-04,810000,401714.81,,,,,,8955.19,Warehouse & Premises
210070250,BDW TRADING LIMITED,"109 Ackworth Road, Pontefract, West Yorkshire",WF8 4NH,53.67598,-1.31652,Y,2014-11-01,19000,10083.04,,,,,,-36.36,Showhouse & Premises
210111236,EASY HIRE (UK) LIMITED,"Baghill Lane, Pontefract, West Yorkshire",WF8 2HA,53.69349,-1.29903,Y,2013-09-30,1525,1525,Yes,,,,,-255.61,Offices & Premises
210114569,PONTEFRACT MOT TEST CENTRE LIMITED,"Baghill Lane, Pontefract, West Yorkshire",WF8 2HA,53.69349,-1.29903,Y,2013-09-30,12000,12000,Yes,,,,,-594.37,Vehicle Rep W'shop & Prem
210114789,THE ACCOUNT HOLDER,"Baghill Lane, Pontefract, West Yorkshire",WF8 2HA,53.69349,-1.29903,Y,2011-04-01,3750,3750,Yes,,,,,-106.82,Workshop & Premises
210245975,MILESTONE INDUSTRIAL FLOORING LIMITED,"Unit 1A, 26 Bondgate Industrial, Estate, Bondgate, Pontefract",WF8 2JJ,53.69663,-1.29860,,2017-01-03,7000,4067.91,,,,,,-518.91,Vehicle Rep W'shop & Prem
210431111,THE ACCOUNT HOLDER,"Nyland, Knottingley Road, Pontefract, West Yorkshire",WF8 2TH,53.70150,-1.27890,Y,2012-10-18,5300,5300,Yes,,,,,-1051.71,Workshop & Premises
210475999,DAVID WILSON HOMES LIMITED,"Sales Office &, 3 Showhouses At, Ashmeade Park, Cobblers Lane, Pontefract",WF8 2LL,53.69859,-1.29196,Y,2017-05-01,32750,17030,,,,,,,Sales Office & Showhouse
210830930,YTM GROUP LIMITED,"Grove Road, Pontefract, West Yorkshire",WF8 2BB,53.68877,-1.30447,Y,2007-01-01,84500,43455.77,,,,,,,Workshop & Premises
210934228,24HR QUALITY CARE LIMITED IN ADMIN,"2 Harropwell Lane, (Rooms 4-8), Pontefract, West Yorkshire",WF8 1QY,53.69237,-1.30562,,2017-12-08,8600,8600,,,,,Yes,-971.23,Offices & Premises
212511398,THE ELECTRICITY NETWORK COMPANY LIMITED,"Idno Electric Connection, Prince Of Wales Colliery, Park Road, Pontefract, West Yorkshire",WF8 4QD,53.69588,-1.33058,Y,2016-04-01,435,311.6,,,,,,-85.4,Independent Distribution Network Op.
212563535,MOSAIC CONSULTING LIMITED,"Churchill House, (Rooms 35 & 35A), Mill Hill Road, Pontefract, West Yorkshire",WF8 4HY,53.68624,-1.31281,Y,2017-09-01,2850,2850,Yes,,,,,-90.94,Offices & Premises
212754708,TELEFONICA UK LIMITED,"King Charles Ii House, Site Number 31061, Headlands Lane, Pontefract, West Yorkshire",WF8 1BG,53.69159,-1.31245,Y,2003-04-01,12750,7641.77,,,,,,-1011.77,Communication Station & P
214504502,ASTORBUSH LIMITED,"45 Ropergate, (Room 2), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1225,1225,,,,,Yes,,Offices & Premises
214504504,ASTORBUSH LIMITED,"45 Ropergate, (Room 4), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,2125,2125,,,,,Yes,,Offices & Premises
214504505,ASTORBUSH LIMITED,"45 Ropergate, (Room 5), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1275,1275,,,,,Yes,,Offices & Premises
214504506,ASTORBUSH LIMITED,"45 Ropergate, (Room 6), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1525,1525,,,,,Yes,,Offices & Premises
214504507,ASTORBUSH LIMITED,"45 Ropergate, (Room 7), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1650,1650,,,,,Yes,,Offices & Premises
214504508,ASTORBUSH LIMITED,"45 Ropergate, (Room 8), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1625,1625,,,,,Yes,,Offices & Premises
214504509,ASTORBUSH LIMITED,"45 Ropergate, (Room 9), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1275,1275,,,,,Yes,,Offices & Premises
214504510,ASTORBUSH LIMITED,"45 Ropergate, (Room 10), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1325,1325,,,,,Yes,,Offices & Premises
214504511,ASTORBUSH LIMITED,"45 Ropergate, (Room 11), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,930,930,,,,,Yes,,Offices & Premises
214504512,ASTORBUSH LIMITED,"45 Ropergate, (Room 12), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1000,1000,,,,,Yes,,Offices & Premises
214504513,ASTORBUSH LIMITED,"45 Ropergate, (Room 13), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,1700,1700,,,,,Yes,,Offices & Premises
214504514,ROPERGATE HEALTH LIMITED,"45 Ropergate, (Conference Room), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,Y,2017-05-08,3300,3300,Yes,,,,,,Offices & Premises
214504516,ASTORBUSH LIMITED,"45 Ropergate, (Reception), Pontefract, West Yorkshire",WF8 1JY,53.68977,-1.31352,,2017-05-08,2800,2800,,,,,Yes,,Offices & Premises
219851122,THE ACCOUNT HOLDER,"Ground Floor Right Office, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2016-10-05,3450,3450,Yes,,,,,-364.59,Offices & Premises
219852233,THE ACCOUNT HOLDER,"Ground Floor Left Offices, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2016-10-05,4750,4750,Yes,,,,,-328.54,Offices & Premises
219853344,THE ACCOUNT HOLDER,"First Floor Left Offices, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2016-10-05,5000,5000,Yes,,,,,-419.84,Offices & Premises
219854455,THE ACCOUNT HOLDER,"Room 1 First Floor, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2017-04-17,1300,1300,Yes,,,,,-136.14,Shop & Premises
219855566,THE ACCOUNT HOLDER,"Room 2 First Floor, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2017-01-21,2225,2225,Yes,,,,,-235.76,Offices & Premises
219856677,THE ACCOUNT HOLDER,"Room 3 First Floor, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2017-02-01,1775,1775,Yes,,,,,-191.95,Offices & Premises
219857788,THE ACCOUNT HOLDER,"Room 4 First Floor, 18-22 Wakefield Road, Pontefract, West Yorkshire",WF8 4HN,53.68832,-1.31753,Y,2017-03-23,425,425,Yes,,,,,-46.16,Offices & Premises
223810043,PORTAKABIN LIMITED,"Wakefield Road, Featherstone, Pontefract, West Yorkshire",WF7 5DG,53.67461,-1.36042,Y,2009-07-20,45500,23660,,,,,,,Land Used For Stor'& Prem
223818888,BRIAN YEARDLEY CONTINENTAL LIMITED,"Wakefield Road, Featherstone, Pontefract, West Yorkshire",WF7 5DG,53.67461,-1.36042,Y,2016-04-01,77500,40412.72,,,,,,,Road Haulage Depot & Prem
223819320,B & M RETAIL LIMITED T/A GLYNWEBB,"Unit 2 Quora Retail Park, Wakefield Road, Featherstone, Pontefract, West Yorkshire",WF7 5LD,53.67395,-1.35348,Y,2016-11-30,189000,67914.26,,,,,,27908.74,Retail Warehouse & Premis
223819321,ALDI STORES LIMITED,"Unit 1 Quora Retail Park, Wakefield Road, Featherstone, Pontefract, West Yorkshire",WF7 5LD,53.67395,-1.35348,Y,2016-11-17,205000,103935,,,,,,,Shop & Premises
227939100,BPX ELECTRO MECHANICAL CO LTD,"Exeter House, Sandal Castle Centre, Asdale Road, Wakefield, West Yorkshire",WF2 7EQ,53.65002,-1.50172,Y,2001-09-12,19750,9570.02,,,,,,699.98,Offices & Premises
240067358,VODAFONE UK LIMITED,"Pico 07966, Westgate Railway Station, Westgate, Wakefield, West Yorkshire",WF1 1XP,53.68168,-1.50434,Y,2010-04-01,2500,1300,,,,,,,Communication Station & P
240175001,INPOST UK LIMITED,"Electronic Delivery, Locker : Ukwak17047, Xcc Balne Lane, Wakefield, West Yorkshire",WF2 0DL,53.68605,-1.51488,Y,2014-04-08,1200,855.62,,,,,,-231.62,Site Of Electronic Delivery Locker
240482222,JUICE PERSONNEL LIMITED,"Radcliffe House, (Second Floor), Radcliffe Place, Wakefield, West Yorkshire",WF1 3BN,53.68368,-1.49944,Y,2016-01-19,9200,4784,,,,,,,Offices & Premises
240800201,THE ACCOUNT HOLDER,"20A Bond Street, Wakefield, West Yorkshire",WF1 2QP,53.68608,-1.50287,Y,2011-01-05,7500,7500,Yes,,,,,,Treatment Rooms & Premises
240951236,THE ACCOUNT HOLDER,"Space R34 - Level 5, Multi Storey Car Park, Westgate Keys Developmen, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2013-11-08,250,250,Yes,,,,,-8.08,Car Parking Space
240952121,THE ACCOUNT HOLDER,"Space 21 - Level 5, Multi Storey Car Park, Westgate Keys Development, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2014-04-04,250,250,Yes,,,,,-8.08,Car Parking Space
240953214,THE ACCOUNT HOLDER,"Space R36 - Level 5, Multi Storey Car Park, Westgate Keys Development, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2014-01-24,250,250,Yes,,,,,-8.08,Car Parking Space
240953939,THE ACCOUNT HOLDER,"Space R37 - Level 5, Multi Storey Car Park, Westgate Keys Development, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2014-04-25,250,250,Yes,,,,,-8.08,Car Parking Space
240957521,THE ACCOUNT HOLDER,"Space R5 - Level 5, Multi Storey Car Park, Westgate Keys Developmen, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2014-02-21,250,250,Yes,,,,,-8.08,Car Parking Space
240957777,THE ACCOUNT HOLDER,"Space R42 - Level 5, Multi Storey Car Park, Westgate Keys Development, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2014-08-22,250,250,Yes,,,,,-8.08,Car Parking Space
240957854,THE ACCOUNT HOLDER,"Space R35 - Level 5, Multi Storey Car Park, Westgate Keys Developmen, Westgate, Wakefield",WF1 1EW,53.68099,-1.50415,Y,2013-12-20,250,250,Yes,,,,,-8.08,Car Parking Space
240965708,ASDA STORES LIMITED,"Dewsbury Road, Wakefield, West Yorkshire",WF2 9DQ,53.67815,-1.53546,Y,2011-05-05,156000,79092,,,,,,,Supermarket & Premises
241004466,THE RIVERSIDE GROUP LIMITED,"18 Dunbar Street, Wakefield, West Yorkshire",WF1 5EG,53.67097,-1.47765,Y,2012-05-17,1500,1431.56,,Yes,,,,-278.05,Offices & Premises
241072023,SAINSBURY'S SUPERMARKETS LIMITED,"50 Ings Road, Wakefield, West Yorkshire",WF1 1DZ,53.67865,-1.50241,Y,2011-11-28,1330000,674310,,,,,,,Supermarket & Premises
241072233,CLEAR CHANNEL UK LIMITED,"Advert Right 0705 2200 At, Entrance Of 50 Ings Road, Wakefield, West Yorkshire",WF1 1DZ,53.67865,-1.50241,Y,2016-06-21,6000,3245,,,,,,-125,Advertising Right
241581030,LOGICOR (CH) LIMITED,"Unit 3 Headway, Business Park, Denby Dale Road, Wakefield, West Yorkshire",WF2 7AZ,53.66667,-1.50532,Y,2013-12-30,93000,47602.37,,,,,,,Warehouse & Premises
241707711,MATALAN RETAIL LIMITED,"Unit 8, Beck Retail Park, Ings Road, Wakefield, West Yorkshire",WF1 1RN,53.67743,-1.49543,Y,1997-02-10,164000,66499.8,,,,,,16648.2,Retail Warehouse & Premis
241821484,NICOVENTURES RETAIL (UK) LIMITED,"Unit G48, Trinity Walk, Wakefield, West Yorkshire",WF1 1QS,53.68431,-1.49615,Y,2017-11-23,15500,8060,,,,,,,Shop & Premises
242488014,OFFICE ELECTRICS LIMITED,"Unit 2 Calder Point, Monckton Road, Wakefield, West Yorkshire",WF2 7AL,53.66542,-1.50936,,2017-12-04,70000,35490,,,,,,,Warehouse & Premises
243275456,THE ACCOUNT HOLDER,"54-56 Thornes Lane, Wakefield, West Yorkshire",WF1 5RR,53.67480,-1.49517,Y,2016-01-01,6100,6100,Yes,,,,,-287.79,Workshop & Premises
243275521,THE ACCOUNT HOLDER,"50-52 Thornes Lane, Wakefield, West Yorkshire",WF1 5RR,53.67480,-1.49517,Y,2015-01-01,5800,5800,Yes,,,,,-143.79,Workshop & Premises
243409988,HABITAS PROPERTIES UK LIMITED,"Office B - First Floor, Union Square, Wakefield, West Yorkshire",WF1 1TX,53.68077,-1.49403,Y,2015-08-24,4300,4300,Yes,,,,,,Offices & Premises
243437999,THE WEDNESDAY WORD LIMITED,"Mars Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2016-07-06,1475,1475,,Yes,,Yes,,-119.69,Offices & Premises
243605798,PETER JONES (CHINA) LIMITED,"18-22 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,1998-02-01,47250,20798.33,,,,,,3771.67,Shop & Premises
243731214,WSA ARTS C.I.C.,"12-14 Wood Street, Wakefield, West Yorkshire",WF1 2ED,53.68342,-1.49955,Y,2017-04-27,17500,17500,,,Yes,,,,Shop & Premises
243735817,PENNY APPEAL,"Victoria Chambers, (Room 17), 38-40 Wood Steet, Wakefield, West Yorkshire",WF1 2HB,53.68392,-1.50036,Y,2015-04-01,1975,1822.17,,Yes,,,,-173.16,Offices & Premises
243735823,PENNY APPEAL,"Victoria Chambers, (Room 23), 38-40 Wood Street, Wakefield, West Yorkshire",WF1 2HB,53.68392,-1.50036,Y,2015-04-01,2350,2169.47,,Yes,,,,-209.67,Offices & Premises
245952000,THE STROKE ASSOCIATION,"Cinema House, (Office 3 - First Floor), Doncaster Road, Wakefield, West Yorkshire",WF1 5HL,53.67088,-1.48087,Y,2016-04-22,3700,3431.01,,Yes,,,,,Offices & Premises
246050707,UNITY HALL AND BUSINESS SPACE LIMITED,"Room 7, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,,2018-01-29,2600,2600,,,,,,-186.18,Offices & Premises
246050808,SNJ ARCHITECTS LIMITED,"Room 8, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2017-04-01,2300,1367.32,,,,,,-171.32,Offices & Premises
246051415,"CHANGE, GROW, LIVE","Room 5, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2017-04-01,2425,2229.85,,Yes,,,,-188.27,Offices & Premises
246051587,MAZE & PARTNERS LIMITED,"Room 14, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2015-12-01,3650,3650,Yes,,,,,,Offices & Premises
246052489,STANDGUIDE LIMITED,"Boardroom At, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2018-01-29,6400,2960.9,,,,,,367.1,Offices & Premises
246053311,THE ACCOUNT HOLDER,"Room 11, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,,2018-03-09,2550,2550,,,,,,-190.87,Offices & Premises
246054412,PINNACLE GROUP LIMITED,"Room 12, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2017-03-01,4100,2132,,,,,,,Offices & Premises
246058761,UNITY HALL AND BUSINESS SPACE LIMITED,"Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,,2018-01-29,59500,59500,,,,,,10264.23,Offices & Premises
246059561,THE ACCOUNT HOLDER,"Room 16, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,,2018-03-09,6700,6700,,,,,,,Offices & Premises
246059776,"CHANGE, GROW, LIVE","Room 10, Unity Works, Westgate, Wakefield, West Yorkshire",WF1 1EP,53.68173,-1.50231,Y,2017-03-01,3000,2721.63,,Yes,,,,-48.15,Offices & Premises
247353833,SINGLE MUSLIM LIMITED,"Victoria Chambers, (Room 33), 38-40 Wood Street, Wakefield, West Yorkshire",WF1 2HB,53.68392,-1.50036,Y,2015-04-01,1475,909.26,,,,,,-134.04,Offices & Premises
248201234,THE ACCOUNT HOLDER,"1 Carlton House, Sandy Walk, Wakefield, West Yorkshire",WF1 2DJ,53.68603,-1.50605,,2016-10-01,7200,7200,,,,,Yes,,Offices & Premises
249310109,APEX CARS (WAKEFIELD) LIMITED,"Kirkgate Railway Station, (Ground Floor : Taxis), Monk Street, Wakefield, West Yorkshire",WF1 4EL,53.67867,-1.48937,Y,2016-01-22,3650,3650,Yes,,,,,,Offices & Premises
249990010,WOODHEAD INVESTMENTS & DEV. SERVICES LTD,"Bullring House, (Suite 7), 23 Northgate, Wakefield, West Yorkshire",WF1 3BJ,53.68381,-1.49914,,2017-10-24,11250,5703.75,,,,,,,Offices & Premises
249999001,H.M. PRISONS ENGLAND,"H.m. Prison : Wakefield, Love Lane, Wakefield, West Yorkshire",WF2 9AG,53.68331,-1.50929,Y,2017-09-09,1150000,544232.35,,,,,,38817.65,Prison & Premises
260183277,THE ACCOUNT HOLDER,"Cafe Stall Carlton Lanes, Shopping Centre, Carlton Lane, Castleford, West Yorkshire",WF10 1AD,53.72599,-1.35063,Y,2008-04-01,12750,9640.76,,,,,,-2963.23,Stall
261840020,THE ACCOUNT HOLDER,"Unit 2 Wellington Street, Business Park, Methley Road, Castleford, West Yorkshire",WF10 1NW,53.72555,-1.36539,Y,2015-10-01,21500,11496.51,,,,,,,Cycle Sales And Premises
270267404,WAKEFIELD MDC BUSINESS,"Wmdc Workshops & Offices, Collingwood Road, Normanton, West Yorkshire",WF6 2DU,53.70126,-1.41555,Y,2007-10-31,297500,150832.5,,,,,,,Storage Depot & Premises
270437798,WILLIAMS LEA LIMITED,"Mcintosh House, Foxbridge Way, Normanton Industrial Estate, Normanton, West Yorkshire",WF6 1TN,53.70590,-1.38849,Y,2003-04-01,302500,146210.98,,,,,,7156.52,Workshop & Premises
270787901,INDUSTRIALS UK LP,"Units B-c Eurolink 31, Mildred Sylvester Way, Normanton, West Yorkshire",WF6 1TA,53.69915,-1.39330,,2017-11-07,141000,75190.77,,,,,,3497.24,Warehouse & Premises
270981597,L F & E REFRIGERATED TRANSPORT LIMITED,"Unit 1 Ripley House, Ripley Drive, Normanton, West Yorkshire",WF6 1QT,53.70382,-1.39959,Y,2018-01-22,28500,14820,,,,,,,Warehouse & Premises
270983778,THE ACCOUNT HOLDER,"Unit 16 Normanton, Business Park, Ripley Drive, Normanton, West Yorkshire",WF6 1QT,53.70382,-1.39959,Y,2013-01-07,18750,9750,,,,,,,Warehouse & Premises
290050106,OUR PHYSIO LIMITED,"Suite 1 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2018-04-03,2000,1239.5,,,,,,-199.5,Offices & Premises
290050206,RYDALE RETAIL SERVICES LIMITED,"Suite 2 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2014-01-15,3050,2366.91,Yes,,,,,-86.5,Offices & Premises
290050406,THE ACCOUNT HOLDER,"Suite 4 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2016-04-04,2275,2275,Yes,,,,,-216.71,Offices & Premises
290050506,MJL LAW LIMITED,"Suite 5 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2016-01-25,2300,2300,Yes,,,,,-228.71,Offices & Premises
290050606,OPAL RECRUITMENT LIMITED,"Suite 6 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2016-03-29,3050,3050,Yes,,,,,-57.8,Offices & Premises
290050706,W F SOLUTION LIMITED,"Suite 7 - Ground Floor, Unit 6, Benton Office Park, Horbury, Wakefield",WF4 5RA,53.66621,-1.54050,Y,2012-08-13,2800,2800,Yes,,,,,-267.83,Offices & Premises
290107777,WILLIAM LAMB GROUP LIMITED,"Unit 7 Horbury Junction, Industrial Estate, Calder Vale Road, Horbury, Wakefield",WF4 5ER,53.65522,-1.54056,Y,2015-12-01,28750,15296.6,,,,,,,Warehouse & Premises
290108888,XTRON SYSTEMS LIMITED,"Unit 8 Horbury Junction, Industrial Estate, Calder Vale Road, Horbury, Wakefield",WF4 5ER,53.65522,-1.54056,Y,2012-08-31,32000,17027.16,,,,,,,Warehouse & Premises
290262828,THE ACCOUNT HOLDER,"Unit 28 Poppletons Mill, Engine Lane, Horbury, Wakefield, West Yorkshire",WF4 5NH,53.65731,-1.56633,Y,2013-09-30,4800,4800,Yes,,,,,,Warehouse & Premises
290262883,THE ACCOUNT HOLDER,"Unit 28A Poppletons Mill, Engine Lane, Horbury, Wakefield, West Yorkshire",WF4 5NH,53.65731,-1.56633,Y,2017-04-01,6000,6000,Yes,,,,,-727.66,Warehouse & Premises
290262884,THE ACCOUNT HOLDER,"Unit 28B Poppletons Mill, Engine Lane, Horbury, Wakefield, West Yorkshire",WF4 5NH,53.65731,-1.56633,Y,2017-04-01,5800,5800,Yes,,,,,-631.66,Warehouse & Premises
290539003,ACROPOLIS DESIGN LIMITED,"3 Cluntergate, Horbury, Wakefield, West Yorkshire",WF4 5AF,53.65950,-1.55197,Y,2015-01-31,5000,5000,Yes,,,,,,Offices & Premises
290650148,MPX (OSSETT) LIMITED,"Pharmacy At Ossett, Health Village, Kingsway, Ossett, West Yorkshire",WF5 8DF,53.68154,-1.58335,Y,2015-04-24,57000,31785.77,,,,,,-2153.97,Shop & Premises
290652147,THE ACCOUNT HOLDER,"Unit 12 Quarry Hill, Industrial Estate, Bridge Road, Horbury, Wakefield",WF4 5NF,53.65899,-1.56650,Y,2010-04-01,11250,11250,Yes,,,,,-291.77,Workshop & Premises
290657854,R A METAL WORKS LIMITED,"Unit 12A Quarry Hill, Industrial Estate, Bridge Road, Horbury, Wakefield",WF4 5NF,53.65899,-1.56650,Y,2016-10-25,10250,10250,Yes,,,,,-1763.23,Workshop & Premises
0300100012,THE ACCOUNT HOLDER,"1A Brier Lane, Havercroft, Wakefield, West Yorkshire",WF4 2AT,53.61949,-1.41328,Y,1990-04-01,2425,2425,Yes,,,,,-288.71,Hairdressing Salon
0300100030,THE ACCOUNT HOLDER,"3 Brier Lane, Havercroft, Wakefield, West Yorkshire",WF4 2AT,53.61949,-1.41328,Y,2016-02-01,3900,3900,Yes,,,,,-465.8,Shop
0300104789,C P AUTO SERVICES LIMITED,"Workshop At Rose Cottage, Brier Lane, Havercroft, Wakefield, West Yorkshire",WF4 2AW,53.61901,-1.41339,Y,2010-04-01,12000,12000,Yes,,,,,-1168.33,Vehicle Rep W'shop & Prem
0300109090,MOBILE BROADBAND NETWORK LIMITED,"Site Number Syk 0216, Brier Lane, Havercroft, Wakefield, West Yorkshire",WF4 2AW,53.61901,-1.41339,Y,2016-01-13,6200,3272.81,,,,,,-48.81,Communication Station & P
0300109874,HENDERSON TRANSPORT LIMITED,"Land At Rose Cottage, Brier Lane, Havercroft, Wakefield, West Yorkshire",WF4 2AW,53.61901,-1.41339,Y,2010-04-01,10500,10500,Yes,,,,,-448.33,Land Used For Stor'& Prem
0300250100,BANK MACHINE LIMITED,"Atm Site At, 75 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2HF,53.62405,-1.40441,Y,2010-04-01,3750,1950,,,,,,,Site Of Automatic Teller Machine
0300250182,THE ACCOUNT HOLDER,"18B Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2EU,53.62301,-1.40747,Y,2011-06-12,3650,3650,Yes,,,,,-259.71,Shop & Premises
0300250630,THE ACCOUNT HOLDER,"63 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2EX,53.62344,-1.40616,,2002-06-26,1150,1150,,,,,Yes,-81.35,Shop & Premises
0300250631,THE ACCOUNT HOLDER,"63A Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2EX,53.62344,-1.40616,,2000-04-18,3900,2270.91,,,,,,-293.61,Shop & Premises
0300250650,THE ACCOUNT HOLDER,"65/67 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2EX,53.62344,-1.40616,,2004-02-01,2025,2025,,,,,Yes,-139.76,Shop & Premises
0300250691,THE ACCOUNT HOLDER,"69-71 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2HF,53.62405,-1.40441,Y,2017-05-16,7700,7700,Yes,,,,,-539.23,Shop & Premises
0300250730,THE ACCOUNT HOLDER,"73 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2EX,53.62344,-1.40616,Y,2001-12-03,2850,2850,Yes,,,,,-205.73,Shop & Premises
0300250770,THE ACCOUNT HOLDER,"79 Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2HF,53.62405,-1.40441,Y,2014-04-06,2250,2250,Yes,,,,,-161.67,Shop & Premises
0300250811,THE ACCOUNT HOLDER,"81A Cow Lane, Havercroft, Wakefield, West Yorkshire",WF4 2HF,53.62405,-1.40441,Y,2017-04-06,4050,4050,Yes,,,,,-308.22,Shop & Premises
