Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N01709000680,N01709000680,,"Burtree Hill Stables, Borrowby, Thirsk, North Yorkshire, YO7 4QQ",YO7 4QQ,54.29851,-1.34290,Y,2008-03-30,,5700,CX,Other Commercial,#N/A,#N/A,,-581.29,,
N01709001110,N01709001110,Orange Pcs Ltd,"Telecomm Mast Site Refnyk 0022, Carrodale House, Borrowby, Thirsk, North Yorkshire, YO7 4QY",YO7 4QY,54.30782,-1.34866,Y,1996-08-01,,6500,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N01709002450,N01709002450,,"Grimston  House, Cophill Lane, Borrowby, Thirsk, North Yorkshire, YO7 4BQ",YO7 4BQ,54.29887,-1.32896,Y,2010-09-10,,2550,CW3,Stores,#N/A,#N/A,,-1252.05,,
N01709005601,N01709005601,,"Post Office Village Hall, The Green, Borrowby, Thirsk, North Yorkshire, YO7 4QQ",YO7 4QQ,54.29851,-1.34290,Y,2015-04-01,,1775,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-871.53,,
N01709005602,N01709005602,Borrowby Village Hall Committee,"Village Hall, The Green, Borrowby, Thirsk, North Yorkshire, YO7 4QQ",YO7 4QQ,54.29851,-1.34290,Y,2006-09-01,,3150,LC3,Hall,#N/A,#N/A,,-1587.60,,
N01709005700,N01709005700,,"West End Studios, Borrowby, Thirsk, North Yorkshire, YO7 4QL",YO7 4QL,54.29782,-1.34477,Y,2008-10-01,,2475,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1215.23,,
N01709006000,N01709006000,,"The Wheatsheaf Inn, Borrowby, Thirsk, North Yorkshire, YO7 4QP",YO7 4QP,54.29470,-1.34235,Y,2013-03-03,,5100,CL,Public House,#N/A,#N/A,,-2570.40,,
N01709008990,N01709008990,Yorkshire Water Services Ltd,"Bob Lane, Borrowby, Thirsk, North Yorkshire, YO7 4QP",YO7 4QP,54.29470,-1.34235,Y,1995-04-01,,8700,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N01809001510,N01809001510,,"Brafferton Manor Farm, Boroughbridge Road, Brafferton, York, North Yorkshire, YO61 2PD",YO61 2PD,54.12634,-1.32990,Y,2002-04-15,,4750,MX,Other Miscellaneous,#N/A,#N/A,,-1873.04,,
N01809001515,N01809001515,,"Brafferton Fisheries, Boroughbridge Road, Brafferton, York, North Yorkshire, YO61 2PD",YO61 2PD,54.12634,-1.32990,Y,2016-12-08,,1425,CR1,Cafes,#N/A,#N/A,,-548.99,,
N01809009000,N01809009000,St Peter'S Brafferton C Of E (Va) Primary School,"C Of E School, Brafferton, Helperby, York, YO61 2PA",YO61 2PA,54.12610,-1.33138,Y,1995-04-01,,15250,EL,Local Authority Schools,#N/A,#N/A,,-6148.80,,
N01909000050,N01909000050,,"Acorn Industries, Brandsby, York, North Yorkshire, YO61 4RG",YO61 4RG,54.14435,-1.09968,Y,1995-04-01,,3750,IF3,Workshops,#N/A,#N/A,,-1841.25,,
N01909000350,N01909000350,L L Ward & Son,"Bar House, Brandsby, York, North Yorkshire, YO61 4RQ",YO61 4RQ,54.14321,-1.09987,Y,1995-04-01,,6900,IF3,Workshops,#N/A,#N/A,,-3387.90,,
N01909000451,N01909000451,Beckhill Cottage Ltd,"The Cottage, Beck Hill, Stillington Road, Brandsby, York, North Yorkshire, YO61 4RT",YO61 4RT,54.13579,-1.10571,Y,2017-07-13,,3200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1485.51,,
N01909000590,N01909000590,,"Bonnygate, Warren House Farm, Brandsby, York, North Yorkshire, YO61 4SJ",YO61 4SJ,54.15083,-1.08200,Y,1999-05-15,,3200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-6.54,,
N01909000595,N01909000595,Robert Burn Designs Ltd,"The Bothy, Brandsby, York, North Yorkshire, YO61 4RN",YO61 4RN,54.13837,-1.08235,Y,2010-04-01,,2050,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1006.55,,
N01909000905,N01909000905,,"Brook Cottage & The Hobbits, Stearsby, York, North Yorkshire, YO61 4SA",YO61 4SA,54.13578,-1.06692,Y,2014-07-25,,5200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1873.04,,
N01909001460,N01909001460,,"Fairfax Cottage & Cholmeley Cottage, Warren House Farm, Brandsby, York, North Yorkshire, YO61 4SJ",YO61 4SJ,54.15083,-1.08200,Y,2010-04-01,,6700,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,#N/A,,
N01909001550,N01909001550,," Foulrice Farm, Stearsby, York, North Yorkshire, YO61 4SB",YO61 4SB,54.12776,-1.06346,Y,1995-04-01,,19000,LX,Other Leisure,#N/A,#N/A,,-2141.80,,
N01909002720,N01909002720,,"Seaves Barn Holiday Cottage, Brandsby, York, North Yorkshire, YO61 4RT",YO61 4RT,54.13579,-1.10571,Y,2014-01-02,,3200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1420.93,,
N01909002730,N01909002730,Joanna Lynas & Phillip Lynas,"Seaves Mill, Stillington Road, Brandsby, York, North Yorkshire, YO61 4RT",YO61 4RT,54.13579,-1.10571,Y,2003-04-01,,800,CW3,Stores,#N/A,#N/A,,#N/A,,
N01909002750,N01909002750,Seaves Farming Co Ltd,"Seaves Farm, Brandsby, York, North Yorkshire, YO61 4RT",YO61 4RT,54.13579,-1.10571,Y,2009-04-01,,6400,CW3,Stores,#N/A,#N/A,,-3142.40,,
N01909002751,N01909002751,,"Seaves Cottage, Brandsby, York, North Yorkshire, YO61 4RT",YO61 4RT,54.13579,-1.10571,Y,2009-04-10,,0,MX,Other Miscellaneous,DELETION,2018-01-02,,#N/A,,
N01909003600,N01909003600,Brandsby Village Hall Committee,"Village Hall, Brandsby, York, North Yorkshire, YO61 4RQ",YO61 4RQ,54.14321,-1.09987,Y,1995-04-01,,3750,LC3,Hall,#N/A,#N/A,,-1372.79,,
N01909009991,N01909009991,Yorkshire Water Services Ltd,"Sewerage Works, Stearsby, Brandsby, York, YO61 4SA",YO61 4SA,54.13578,-1.06692,Y,1995-04-01,,330,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N02000305000,N02000305000,Brompton Village Hall Committee,"Cockpit Hill, Brompton, Northallerton, North Yorkshire, DL6 2RQ",DL6 2RQ,54.36223,-1.42207,Y,1995-04-01,,4200,LC3,Hall,#N/A,#N/A,,-1959.93,,
N02000905103,N02000905103,,"Oak Tree Garage, Darlington Road, Northallerton, North Yorkshire, DL6 2PA",DL6 2PA,54.38376,-1.44555,Y,2005-08-29,,13500,CG3,Car Showroom,#N/A,#N/A,,-4419.00,,
N02001305100,N02001305100,,"Moor House, Deighton Lane, Brompton, Northallerton, North Yorkshire, DL6 2SP",DL6 2SP,54.38377,-1.43160,Y,2005-04-01,,1925,CW3,Stores,#N/A,#N/A,,-945.18,,
N02001900010,N02001900010,,"Standard Cottage, 1, Lead Lane, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2018-05-21,,1600,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-785.60,,
N02001905000,N02001905000,John French T/A Brompton Auto Spares,"Lead Lane, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2016-03-01,,2600,CG2,Garage,#N/A,#N/A,,#N/A,,
N02001905100,N02001905100,John French T/A Brompton Auto Spares,"Lead Lane, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2016-03-01,,3050,CG2,Garage,#N/A,#N/A,,-1497.55,,
N02002205045,N02002205045,Vodafone Limited,"Vodafone Site 55 29, Hallikeld Farm, Long Lane, Brompton, Northallerton, North Yorkshire, DL6 2UF",DL6 2UF,54.36611,-1.39491,Y,2000-09-12,,7300,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N02002205310,N02002205310,,"Stobthorne Cottage, Long Lane, Brompton, Northallerton, North Yorkshire, DL6 2TQ",DL6 2TQ,54.38295,-1.40653,Y,2008-04-24,,2850,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1399.35,,
N02002551000,N02002551000,Persimmon Plc,"Persimmon Site Compound, Kings Park, Friars Close, Northallerton, North Yorkshire, DL6 2FA",DL6 2FA,54.35347,-1.44677,Y,2018-01-01,,3200,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N02002600020,N02002600020,,"2, Northallerton Road, Brompton, Northallerton, North Yorkshire, DL6 2QN",DL6 2QN,54.35995,-1.42695,Y,2010-01-25,,4150,CS,Shop And Premises,#N/A,#N/A,,-2091.60,,
N02002600580,N02002600580,Moody Brothers Contractors Ltd,"58, Northallerton Road, Brompton, Northallerton, North Yorkshire, DL6 2QH",DL6 2QH,54.35757,-1.42970,N,2011-11-15,,27750,CO,Office (Excluding Central & Local Gov'T),PRESNOTICE,2011-11-15,,#N/A,,
N02002605100,N02002605100,Northallerton Rugby Club,"Northallerton Rugby, Brompton Lodge, Brompton, Northallerton, North Yorkshire, DL6 2PZ",DL6 2PZ,54.35382,-1.43357,Y,1995-04-01,,8100,LS,Sports Grounds,#N/A,#N/A,,-3977.10,,
N02002605101,N02002605101,Northallerton Squash Club,"Northallerton Road, Brompton, Northallerton, North Yorkshire, DL6 2QA",DL6 2QA,54.35612,-1.42975,Y,1995-04-01,,4950,LX,Other Leisure,#N/A,#N/A,,-2430.45,,
N02002609000,N02002609000,,"The Studio Hall, Northallerton Road, Brompton, Northallerton, North Yorkshire, DL6 2QR",DL6 2QR,54.36075,-1.42547,Y,2011-10-21,,2175,LC3,Hall,#N/A,#N/A,,-984.96,,
N02002655100,N02002655100,,"Rose Cottage, Oak Tree Hill, Darlington Road, Northallerton, North Yorkshire, DL6 2PA",DL6 2PA,54.38376,-1.44555,Y,2015-01-23,,3850,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-1890.35,,
N02002700181,N02002700181,Broadacres Housing Association Ltd,"Garage Adj, 18, Orchard Grove, Brompton, Northallerton, North Yorkshire, DL6 2RA",DL6 2RA,54.36092,-1.42801,Y,1995-04-01,,610,CW3,Stores,#N/A,#N/A,,-245.95,,
N02002900010,N02002900010,,"Crown Inn, 1, Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RF",DL6 2RF,54.36577,-1.42208,Y,2002-11-01,,5100,CL,Public House,#N/A,#N/A,,-2504.10,,
N02002904950,N02002904950,,"Coal Depot, Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2002-04-05,,5500,CW1,Land Used For Storage,#N/A,#N/A,,-10.94,,
N02002905110,N02002905110,,"Station Road Garage, Station Road, Brompton, Northallerton, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2016-04-01,,5800,CG2,Garage,#N/A,#N/A,,-2744.97,,
N02002905111,N02002905111,,"Unit 1, Adjacent Station Road Garage, Station Road, Brompton, Northallerton, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2017-04-01,,1650,IF3,Workshops,#N/A,#N/A,,-810.15,,
N02002905112,N02002905112,,"Unit 2, Adjacent Station Road Garage, Station Road, Brompton, Northallerton, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2017-04-01,,1650,IF3,Workshops,#N/A,#N/A,,-810.15,,
N02002905150,N02002905150,,"., Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,1995-04-01,,880,CG2,Garage,#N/A,#N/A,,#N/A,,
N02002905200,N02002905200,,"Former Baptist Church, Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2017-03-25,,4150,CW3,Stores,#N/A,#N/A,,-2037.65,,
N02002909050,N02002909050,North Yorkshire County Council,"Brompton County Primary School, Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,1995-04-01,,38500,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N02002909070,N02002909070,Brompton Recreation Group,"Weavers Pavilion, Station Road, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2009-10-27,,5900,LS,Sports Grounds,#N/A,#N/A,,-2378.88,,
N02002920040,N02002920040,,"Units 1 -7, Station Road Factory, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2016-05-20,,4350,IF3,Workshops,#N/A,#N/A,,-2135.85,,
N02002920080,N02002920080,,"Unit 12, Station Road Factory, Brompton, Northallerton, North Yorkshire, DL6 2RE",DL6 2RE,54.36217,-1.42359,Y,2016-07-26,,4500,IF3,Workshops,#N/A,#N/A,,-2209.50,,
N02002920100,N02002920100,,"Units 10 & 11, Station Road Factory, Brompton, Northallerton, North Yorkshire, DL6 2RF",DL6 2RF,54.36577,-1.42208,Y,2011-04-18,,8000,IF3,Workshops,#N/A,#N/A,,-16.77,,
N02002951000,N02002951000,Persimmon Homes (Ne) Ltd,"Showhome & Sales Suite, Kings Park, Runnymede Way, Northallerton, North Yorkshire, DL6 2FB",DL6 2FB,54.35328,-1.44531,Y,2018-01-01,,16250,CX,Other Commercial,#N/A,#N/A,,#N/A,,
N02003005200,N02003005200,Brompton Parish Council,"., Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UD",DL6 2UD,54.36370,-1.40395,Y,1995-04-01,,900,MC,"Cemeteries,Crematoria Etc",#N/A,#N/A,,#N/A,,
N02003005451,N02003005451,,"Adj Great Fields, Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UA",DL6 2UA,54.36074,-1.41615,Y,2013-04-22,,7900,IF3,Workshops,#N/A,#N/A,,#N/A,,
N02003005500,N02003005500,,"Green Tree Inn, Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UA",DL6 2UA,54.36074,-1.41615,Y,2016-04-01,,2400,CL,Public House,#N/A,#N/A,,-1344.37,,
N02003005550,N02003005550,A Wade & Co (Northallerton) Ltd,"Hallikeld House, Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UE",DL6 2UE,54.36509,-1.39863,Y,1995-04-01,,5400,CG4,Road Haulage Depot And Premises,#N/A,#N/A,,-1711.57,,
N02003005750,N02003005750,,"Lenthor Farm, Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UD",DL6 2UD,54.36370,-1.40395,Y,2012-05-01,,1900,CW3,Stores,#N/A,#N/A,,-932.90,,
N02003006050,N02003006050,L & D Construction,"Wayside Villa, Stokesley Road, Brompton, Northallerton, North Yorkshire, DL6 2UA",DL6 2UA,54.36074,-1.41615,Y,2004-04-01,,3200,CW1,Land Used For Storage,#N/A,#N/A,,-807.34,,
N02003300290,N02003300290,,"29, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RN",DL6 2RN,54.36369,-1.41740,Y,1999-01-13,,6800,CG2,Garage,#N/A,#N/A,,-3338.80,,
N02003300468,N02003300468,,"Store 2 , R/O 46, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2015-09-01,,1900,CW3,Stores,#N/A,#N/A,,-932.90,,
N02003300469,N02003300469,,"Store 1, R/O 46, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2018-08-01,,2050,CW3,Stores,#N/A,#N/A,,-1006.55,,
N02003300470,N02003300470,,"Store 5, R/O 46, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2016-02-29,,1200,CW3,Stores,#N/A,#N/A,,-589.20,,
N02003300471,N02003300471,,"Store 4 , R/O 46, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2016-11-01,,1775,CW3,Stores,#N/A,#N/A,,-871.53,,
N02003300472,N02003300472,,"Store 3, R/O 46 , Water End, Brompton, Northallerton, North Yorkshire, DL6 2RG",DL6 2RG,54.36137,-1.42328,Y,2016-09-01,,750,CW3,Stores,#N/A,#N/A,,#N/A,,
N02003300531,N02003300531,,"R/O 53, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RN",DL6 2RN,54.36369,-1.41740,Y,2001-10-01,,4150,IF3,Workshops,#N/A,#N/A,,-2037.65,,
N02003300580,N02003300580,John Pollitt Classic Cars Ltd,"58, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RL",DL6 2RL,54.36260,-1.41794,Y,2004-09-15,,6100,CW3,Stores,#N/A,#N/A,,-2995.10,,
N02003300601,N02003300601,,"R/O Field House, 60, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RN",DL6 2RN,54.36369,-1.41740,Y,1995-04-01,,1275,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-626.03,,
N02003300820,N02003300820,,"82, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RL",DL6 2RL,54.36260,-1.41794,Y,1995-04-01,,2800,CW3,Stores,#N/A,#N/A,,-1374.80,,
N02003300860,N02003300860,G & B H Atkinson,"86, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RL",DL6 2RL,54.36260,-1.41794,Y,1995-04-01,,1725,IF3,Workshops,#N/A,#N/A,,-846.98,,
N02003300880,N02003300880,Ginger Village Pubs Ltd,"The Village Inn, 88, Water End, Brompton, Northallerton, North Yorkshire, DL6 2RL",DL6 2RL,54.36260,-1.41794,Y,2011-01-28,,51750,CL,Public House,#N/A,#N/A,,-84.95,,
N02003500310,N02003500310,Taylor Wimpey Developments Ltd,"Sales Suite And Showhomes, Thurstan Park Development, Plot 91 & 92, Portland Road, Brompton, Northallerton, North Yorkshire, DL6 2BQ",DL6 2BQ,54.35090,-1.43076,Y,2017-10-28,,31000,CX,Other Commercial,#N/A,#N/A,,#N/A,,
N02003500320,N02003500320,Taylor Wimpey Developments Ltd,"Site Compound, Thurstan Park Development, Portland Road, Brompton, Northallerton, North Yorkshire, DL6 2BQ",DL6 2BQ,54.35090,-1.43076,Y,2017-11-01,,3950,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N02009005050,N02009005050,Arqiva Services Ltd,"Telecom Mast Site Ref 160933, Bank House Farm, Brompton Bank, Brompton, Northallerton, North Yorkshire, DL6 2 UG",DL6 2 UG,54.35598,-1.40931,Y,2008-09-22,,7200,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N02009005200,N02009005200,,"Crawford Grange, Brompton, Northallerton, North Yorkshire, DL6 2PD",DL6 2PD,54.37325,-1.43674,Y,2002-06-10,,15000,MX,Other Miscellaneous,#N/A,#N/A,,-35.35,,
N02100205300,N02100205300,,"Oak Dene, Church Wynd, Burneston, Bedale, North Yorkshire, DL8 2JB",DL8 2JB,54.25936,-1.52616,Y,1995-04-01,,3250,IF3O,Workshop Office And Premises,#N/A,#N/A,,-1595.75,,
N02109000152,N02109000152,Vodafone Limited,"Telecom Mast Site Ref35699, Burneston Grange A1 South, Burneston, Bedale, North Yorkshire, DL8 2JQ",DL8 2JQ,54.26566,-1.51783,Y,2005-10-19,,6200,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N02109000251,N02109000251,Matthew Robinson Trust,"1a, The Almshouses, Burneston, Bedale, North Yorkshire, DL8 2JE",DL8 2JE,54.25997,-1.52386,N,2015-05-01,,1800,EN1,Day Nursery And Premises,PRESNOTICE,2015-05-01,,#N/A,,
N02109000252,N02109000252,Seedlings Montessori Childcare Ltd,"The Old School, Burneston, Bedale, North Yorkshire, DL8 2JE",DL8 2JE,54.25997,-1.52386,Y,2015-05-01,,8600,EN1,Day Nursery And Premises,#N/A,#N/A,,-4222.60,,
N02109000351,N02109000351,,"The Old Chapel, Burneston, Bedale, North Yorkshire, DL8 2HT",DL8 2HT,54.26093,-1.52909,Y,2012-07-31,,2850,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1399.35,,
N02109000851,N02109000851,,"Oak Cottage Workshop, Burneston, Bedale, North Yorkshire, DL8 2HX",DL8 2HX,54.26026,-1.52923,Y,1995-04-01,,6700,IF3,Workshops,#N/A,#N/A,,-3289.70,,
N02109001151,N02109001151,Hill Giftware Ltd,"Hill House, Oaktree           , Burneston, Bedale, North Yorkshire, DL8 2JW",DL8 2JW,54.25803,-1.51564,Y,2012-04-01,,115000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N02109001200,N02109001200,,"Post Office, Burneston, Bedale, North Yorkshire, DL8 2HT",DL8 2HT,54.26093,-1.52909,Y,1995-04-01,,1750,CS6,Post Offices,#N/A,#N/A,,-882.00,,
N02109001401,N02109001401,,"Oak Tree Manor, Burneston, Bedale, North Yorkshire, DL8 2JQ",DL8 2JQ,54.26566,-1.51783,N,2013-04-01,,5700,IF3,Workshops,IND/6MONTH,2019-02-24,,0.00,,
N02109001951,N02109001951,Andrew Garner Electrical Contractors Ltd,"Unit 1, Whitegates, Burneston, Bedale, North Yorkshire, DL8 2HX",DL8 2HX,54.26026,-1.52923,Y,2009-08-26,,4150,CW3,Stores,#N/A,#N/A,,-2037.65,,
N02109001952,N02109001952,Tw And Sp Garner,"Garage & Store Whitegates, Burneston, Bedale, North Yorkshire, DL8 2HX",DL8 2HX,54.26026,-1.52923,Y,2009-08-26,,3800,CG2,Garage,#N/A,#N/A,,-1865.80,,
N02109002000,N02109002000,,"Woodman Inn, Burneston, Bedale, North Yorkshire, DL8 2HX",DL8 2HX,54.26026,-1.52923,Y,2016-04-25,,5300,CL,Public House,#N/A,#N/A,,-2671.20,,
N02109009000,N02109009000,Burneston Ce (Va) Primary School,"C Of E School, Burneston, Bedale, North Yorkshire, DL8 2HX",DL8 2HX,54.26026,-1.52923,Y,1995-04-01,,15500,EL,Local Authority Schools,#N/A,#N/A,,-5844.90,,
N02209000450,N02209000450,,"Cowling Hill Farm, Burrill, Bedale, North Yorkshire, DL8 1RR",DL8 1RR,54.28433,-1.63656,Y,2015-11-01,,3200,LX,Other Leisure,#N/A,#N/A,,-1259.46,,
N02209001000,N02209001000,Yorkshire Water Services Ltd,"Waste Water Treatment Plant, Burrill, Bedale, North Yorkshire, DL8 1RN",DL8 1RN,54.28081,-1.63568,Y,2005-04-01,,730,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N02309002300,N02309002300,,"Blackwell Ox, Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7DJ",TS9 7DJ,54.43342,-1.21944,Y,1995-04-01,,41500,CL,Public House,#N/A,#N/A,,-6792.17,,
N02309002350,N02309002350,,"R/O Blackwell Ox, Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7DJ",TS9 7DJ,54.43342,-1.21944,Y,1996-08-01,,6100,CC1,Caravan Site,#N/A,#N/A,,#N/A,,
N02309002420,N02309002420,,"Lord Stones Cafe, Lord Stones Country Park, Raisdale Road, Chop Gate, Middlesbrough, Cleveland, TS9 7JH",TS9 7JH,54.41977,-1.19334,Y,2012-02-01,,16750,CR,Restaurants,#N/A,#N/A,,-2741.42,,
N02309002800,N02309002800,Hartlepool Borough Council,"Carlton Camp, Carlton, Middlesbrough, Cleveland, TS9 7DB",TS9 7DB,54.42026,-1.21791,Y,1996-04-01,,10500,EX,"Other Educational,Training & Cultural",#N/A,#N/A,,#N/A,,
N02309002850,N02309002850,Carlton In Cleveland Village Hall,"Carlton Village Hall, Carlton In Cleveland, Middlesbrough, Cleveland, TS9 7BB",TS9 7BB,54.43157,-1.21725,Y,2006-07-08,,2700,LC3,Hall,#N/A,#N/A,,-1183.82,,
N02309003700,N02309003700,,"Forge Cottage, Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7BB",TS9 7BB,54.43157,-1.21725,Y,1995-04-01,,4000,IF3,Workshops,#N/A,#N/A,,-1964.00,,
N02309004650,N02309004650,,"Low House Farm, Carlton In Cleveland, Middlesbrough, Cleveland, TS9 7EA",TS9 7EA,54.43946,-1.2252,Y,2012-01-11,,7900,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-3616.90,,
N02309004700,N02309004700,,"1, Manor Cottages, Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7DJ",TS9 7DJ,54.43342,-1.21944,Y,2018-11-30,,4450,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2184.95,,
N02309005950,N02309005950,,"The Cottage, Carlton Grange Farm, Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7DX",TS9 7DX,54.44056,-1.24669,Y,2018-05-01,,3150,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1546.65,,
N02309006400,N02309006400,North Yorkshire County Scout Council,"Watson Scout Centre, Carlton, Middlesbrough, Cleveland, TS9 7BB",TS9 7BB,54.43157,-1.21725,Y,1995-04-01,,4950,MR,"Residential Homes,Hostels Etc",#N/A,#N/A,,-1995.84,,
N02309006950,N02309006950,Carlton And Faceby Ce (Va) Primary School,"., Carlton-In-Cleveland, Middlesbrough, Cleveland, TS9 7BB",TS9 7BB,54.43157,-1.21725,Y,1995-04-01,,11000,EL,Local Authority Schools,#N/A,#N/A,,-1897.02,,
N02309603050,N02309603050,Northumbrian Water Ltd,"Sewage Disposal Works, Carlton, Middlesbrough, Cleveland, TS9 7BB",TS9 7BB,54.43157,-1.21725,Y,1995-04-01,,13500,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N02409000251,N02409000251,,"Thorns Hall Farm, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BX",YO7 2BX,54.20114,-1.24729,Y,2013-06-09,,5500,LX,Other Leisure,#N/A,#N/A,,-2700.50,,
N02409000350,N02409000350,,"The Old Hall Workshop,  , Croft Lane, Carlton Hustwaite, Thirsk, North Yorkshire, YO7 2BS",YO7 2BS,54.18503,-1.23897,Y,2013-07-01,,2325,IF3,Workshops,#N/A,#N/A,,-1141.58,,
N02409000910,N02409000910,,"R/O Lyndhurst, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BJ",YO7 2BJ,54.18321,-1.23665,Y,2016-04-22,,3200,IF3,Workshops,#N/A,#N/A,,-1571.20,,
N02409001020,N02409001020,,"New Manor Farm, Ings Lane, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BP",YO7 2BP,54.17943,-1.23198,Y,2004-10-01,,6700,IF3O,Workshop Office And Premises,#N/A,#N/A,,#N/A,,
N02409001450,N02409001450,,"The Carlton Inn, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BW",YO7 2BW,54.18427,-1.23594,Y,2012-03-15,,30750,CL,Public House,#N/A,#N/A,,-5032.75,,
N02409001500,N02409001500,,"The Cedars, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BJ",YO7 2BJ,54.18321,-1.23665,Y,2017-04-01,,5900,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2896.90,,
N02409001900,N02409001900,,"Holiday Cottages, Back Lane, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BJ",YO7 2BJ,54.18321,-1.23665,Y,2008-06-20,,3350,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-8.06,,
N02409002000,N02409002000,,"The Thatched Cottage, Carlton Husthwaite, Thirsk, North Yorkshire, YO7 2BJ",YO7 2BJ,54.18321,-1.23665,Y,2010-10-25,,1800,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-883.80,,
