Property reference number,BA reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Empty from,Rateable value,VOA code,VOA description,Exemptions,Exemption start date,Relief types,Relief total,Relief mandatory,Relief discretionary
170519750545,,Sbc Employees Welfare Club Ltd,"Welfare Club, Dean Road, Scarborough, North Yorkshire, YO12 7SN",YO12 7SN,54.28474,-0.40452,Y,1990-04-01,,10500,CL2,Public House And Premises,,,Small Business Relief England,,,
170551100510,,Reg Dennis & Co Ltd,"37 - 39, Nelson Street, Scarborough, North Yorkshire, YO12 7SZ",YO12 7SZ,54.28309,-0.40696,Y,1990-04-01,,5200,IF3,Workshop,,,,,,
170603450530,,Anglolang (Scarborough) Ltd,"Language School, 20, Avenue Road, Scarborough, North Yorkshire, YO12 5JX",YO12 5JX,54.27616,-0.41366,Y,1990-04-01,,27250,EP,Private Schools & Colleges,,,Revaluation 2017 Discretionary Year 3,,,
170624451000,,Coopland & Son (Scar) Ltd,"68, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AX",YO12 5AX,54.27687,-0.41296,Y,1990-04-01,,7400,CS,Shops,,,Retail Discount,,,
170685400515,,John Streets Joinery Ltd,"Builders Yard, Ro 7, Westover Road, Scarborough, North Yorkshire, YO12 5AA",YO12 5AA,54.27632,-0.41038,Y,1990-04-01,,2475,IF3,Workshop,,,Small Business Relief England,,,
171066200535,,Clear Channel Uk Ltd,"Advertising Right, Adshel 3906 0021, Scarborough Hospital, Scalby Road, Scarborough, North Yorkshire, YO12 6QJ",YO12 6QJ,54.28272,-0.43389,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171267600505,,Clear Channel Uk Ltd,"Advertising Right, (Adshel 3906 0011), Seamer Road, Scarborough, North Yorkshire, YO12 4DU",YO12 4DU,54.27431,-0.41651,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171267600585,,Clear Channel Uk Ltd,"Advertising Right, Adshel 3906 0012, Seamer Road, Scarborough, North Yorkshire, YO12 4EY",YO12 4EY,54.26925,-0.41617,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171404650510,,Cemex Uk Materials Ltd,"Concrete Batching Plant, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,1990-04-01,,22250,IM3,Concrete Batching Plant,,,,,,
171404650540,,Wolseley Uk Ltd,"Wolseley Centres Ltd, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,1990-04-01,,32250,CW,Warehouses,,,,,,
171404650545,,Premier Engineering Co Ltd,"Premier Engineering Co Ltd, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,1990-04-01,,46750,IF3,Workshop,,,,,,
171467650515,,Clear Channel Uk Ltd,"Advertising Right, (Adshel 3906 0023), Seamer Road, Scarborough, North Yorkshire, YO12 4HF",YO12 4HF,54.26562,-0.41685,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171467650555,,Magnet Ltd,"Magnet Joinery Ltd, Seamer Road, Scarborough, North Yorkshire, YO12 4DH",YO12 4DH,54.26065,-0.4157,Y,1990-04-01,,123000,CS10,Retail Warehouse And Premises,,,,,,
171467650570,,B & Q Ltd,"B & Q Retail, Seamer Road, Scarborough, North Yorkshire, YO12 4DH",YO12 4DH,54.26065,-0.4157,Y,1990-04-01,,387500,CS10,Retail Warehouse And Premises,,,,,,
171535150595,,Gw Proudfoot Ltd,"Proudfoot G W Ltd, High Street, Scarborough, North Yorkshire, YO11 3LJ",YO11 3LJ,54.23841,-0.3976,Y,1990-04-01,,104000,CS,Shops,,,,,,
171633050510,,Mccain Foods [Gb] Ltd,"Mccain International Ltd, Havers Hill, Scarborough, North Yorkshire, YO11 3BU",YO11 3BU,54.23828,-0.39198,Y,1990-04-01,,575000,IF,Factories,,,,,,
171801650520,,Bj Lighting Supplies Ltd,"8, Alga Terrace, Scarborough, North Yorkshire, YO11 2DF",YO11 2DF,54.27431,-0.39957,Y,1990-04-01,,3800,CS,Shops,,,Retail Discount,,,
171860650505,,Clear Channel Uk Ltd,"Advertising Right (Adshel 3906 0038), Ramshill Road, Scarborough, North Yorkshire, YO11 2LN",YO11 2LN,54.27391,-0.40303,Y,1990-04-01,,225,CA,Advertising Right,,,,,,
171925550520,,Clear Channel Uk Ltd,"Advertising Right, (Adshel 3906 0013), Filey Road, Scarborough, North Yorkshire, YO11 2TP",YO11 2TP,54.26888,-0.40069,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171925550560,,Clear Channel Uk Ltd,"Advertising Right, (Adshel 3906 0022), Filey Road, Scarborough, North Yorkshire, YO11 2TS",YO11 2TS,54.26777,-0.39963,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
171959800535,,City Electrical Factors Ltd Fao Anthea Dykes,"City Electrical Factors Ltd, Queen Margaret'S Road, Scarborough, North Yorkshire, YO11 2YH",YO11 2YH,54.2647,-0.4134,Y,1990-04-01,,14750,CWO,"Warehouse, Office & Premises",,,Retail Discount,,,
172019850500,,Scarborough College Ltd,"Recreation Ground, Deepdale Avenue, Scarborough, North Yorkshire, YO11 2UF",YO11 2UF,54.26026,-0.40268,Y,1990-04-01,,2075,LS,Sports Grounds,,,Mandatory Charity Relief,,,
172019850505,,Scarborough South Cliff Golf Club Ltd,"South Cliff Golf Club, Deepdale Avenue, Scarborough, North Yorkshire, YO11 2UF",YO11 2UF,54.26026,-0.40268,Y,1990-04-01,,41750,LS2,Golf Course,,,Mandatory CASC Relief,,,
172025600500,,Scarborough College Ltd,"Scarborough College, Filey Road, Scarborough, North Yorkshire, YO11 3BA",YO11 3BA,54.26454,-0.3968,Y,1990-04-01,,236000,EP,Private Schools & Colleges,,,Mandatory Charity Relief,,,
172025600507,,Clear Channel Uk Ltd,"Advertising Right (Adshel 3906 0014), Filey Road, Scarborough, North Yorkshire, YO11 3AZ",YO11 3AZ,54.26267,-0.39462,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
172025600520,,Clear Channel Uk Ltd,"Advertising Right, (3906 0019), Filey Road, Scarborough, North Yorkshire, YO11 3AE",YO11 3AE,54.25758,-0.38634,Y,1990-04-01,,450,CA,Advertising Right,,,,,,
170058300528,,Harbour Bar Ltd,"Store At, 36, Princess Street, Scarborough, North Yorkshire, YO11 1QR",YO11 1QR,54.28485,-0.39188,Y,1990-04-01,,2650,CW3,Store,,,,,,
152030650500,,Yorkshire Water Services Ltd,"Sewage Disposal Works, Hardstruggle Cottages, Eskdaleside, Sleights, Whitby, North Yorkshire, YO22 5ET",YO22 5ET,54.44359,-0.69616,Y,1990-04-01,,1050,NW,Sewage Treatment Works & Premises,,,,,,
129027050565,,Fylinghall School Trust Ltd,"Fyling Hall School, Robin Hoods Bay, Whitby, North Yorkshire, YO22 4QD",YO22 4QD,54.42557,-0.55756,Y,1990-04-01,,79500,EP,Private Schools & Colleges,,,Mandatory Charity Relief,,,
102009050670,,Peter Milnes Motors Limited,"122, Bridlington Street, Hunmanby, Filey, North Yorkshire, YO14 0LP",YO14 0LP,54.17697,-0.31834,Y,1990-04-01,,11250,CG3,"Petrol Filling Station, Showroom & Prems",,,Small Business Relief England,,,
109082670500,,Upm Raflatac (Uk) Ltd,"Raflatac Ltd, Wareham Road, Scarborough, North Yorkshire, YO11 3DX",YO11 3DX,54.23537,-0.40734,Y,1990-04-01,,452500,IF,Factories,,,,,,
170306300538,,Squire Of Scarborough Ltd,"Stores Ro, 38, Belle Vue Street, Scarborough, North Yorkshire, YO12 7EP",YO12 7EP,54.28029,-0.40993,Y,1990-04-01,,13000,CW,Warehouses,,,Revaluation 2017 Discretionary Year 3,,,
171404650520,,Gray Refrigeration (Scar) Ltd,"Gray Refrigeration Ltd, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,1990-07-09,,10500,CW,Warehouses,,,Small Business Relief England,,,
109166320500,,W Boyes & Co Ltd,"W Boyes & Co Ltd, Hopper Hill Road, Eastfield, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,1991-04-01,,159000,CW,Warehouses,,,,,,
170283850851,,Scarborough Working Mens Club & Institute Ltd,"76, Westborough, Scarborough, North Yorkshire, YO11 1TS",YO11 1TS,54.27899,-0.40809,Y,1991-04-01,,8200,CL2,Public House And Premises,,,Small Business Relief England,,,
129027000533,,Yorkshire Water Services Ltd,"Sewage Disposal Works, Ro Flask Inn, Fylingdales, Whitby, North Yorkshire, YO22 4PH",YO22 4PH,54.45049,-0.54484,Y,1990-04-01,,3450,NW,Sewage Treatment Works & Premises,,,,,,
135140950570,,B H Refrigeration Ltd,"Unit 2f, Industrial Estate, Larpool Lane, Whitby, North Yorkshire, YO22 4LX",YO22 4LX,54.47798,-0.611,Y,1992-01-29,,2850,CW,Warehouses,,,Small Business Relief England,,,
170283850647,,Burton Group Properties Ltd,"Unit 10, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1991-10-24,,61500,CS,Shops,,,,,,
170283851015,,Specsavers Ltd,"94, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,Y,1992-01-06,,44750,CS,Shops,,,Retail Discount,,,
170159850505,,Betta Motoring Limited,"4, Queen Street, Scarborough, North Yorkshire, YO11 1HA",YO11 1HA,54.28376,-0.3989,Y,1992-04-06,,13000,CS,Shops,,,Retail Discount,,,
170489600501,,Andy Hire Sales & Service Ltd,"Andy Hire Sales & Service Ltd, Wykeham Street, Scarborough, North Yorkshire, YO12 7SB",YO12 7SB,54.27955,-0.41733,Y,1991-09-01,,20750,CW1,Land Used For Storage,,,,,,
106030620531,,Haven Leisure Ltd,"Blue Dolphin Holiday Park, Gristhorpe, Filey, North Yorkshire, YO14 9PU",YO14 9PU,54.22974,-0.32115,Y,1991-04-09,,746000,CC1,Caravan Site,,,,,,
109012970500,,Coopland & Son (Scar) Ltd,"Cooplands, Caxton Way, Pindar Business Park, Scarborough, North Yorkshire, YO11 3YT",YO11 3YT,54.23592,-0.41092,Y,1991-10-13,,195000,IF,Factories,,,,,,
170865900525,,Merlin Entertainments (Sea Life) Ltd,"Sea Life Centre, Scalby Mills Road, Scarborough, North Yorkshire, YO12 6RP",YO12 6RP,54.30169,-0.41276,Y,1991-05-31,,146250,MX,Other Miscellaneous,,,,,,
170810500510,,North Cliff Golf Club Ltd,"North Cliff Golf Club, North Cliff Avenue, Scarborough, North Yorkshire, YO12 6PP",YO12 6PP,54.29912,-0.41172,Y,1992-04-01,,55500,LS2,Golf Course,,,Mandatory CASC Relief,,,
137020650510,,Whitby Golf Club Ltd,"Whitby Golf Course, Sandsend Road, Dunsley, Whitby, North Yorkshire, YO21 3SR",YO21 3SR,54.4927,-0.65469,Y,1992-04-01,,40750,LS2,Golf Course,,,Mandatory Charity Relief,,,
170512800515,,Beevers Whitby Ltd,"1st & 2nd Floors, 6, Castle Road, Scarborough, North Yorkshire, YO11 1XA",YO11 1XA,54.28393,-0.40416,Y,1992-05-26,,5500,CW3,Store,,,,,,
135079050527,,Whitby Shipping Services Ltd,"Unit F13, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,1992-04-01,,2225,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
135173200576,,Coastal & Country Coaches Ltd,"Coastal & Country Coaches, Fairfield Way, Stainsacre Lane, Hawsker, Whitby, North Yorkshire, YO22 4PU",YO22 4PU,54.47135,-0.59574,Y,1992-04-01,,18500,CG2,Garage,,,,,,
171858400505,,Allen Hotels Ltd,"Red Lea Hotel, 1-7, Prince Of Wales Terrace, Scarborough, North Yorkshire, YO11 2AL",YO11 2AL,54.27369,-0.40047,Y,1992-06-15,,87000,CH,Hotel,,,Revaluation 2017 Discretionary Year 3,,,
171959800526,,J P Mcdougal & Co. Ltd.,"Mc Dougall J P & Co Ltd, Queen Margarets Industrial Estate, Queen Margarets Road, Scarborough, North Yorkshire, YO12 4HL",YO12 4HL,54.26376,-0.41555,Y,1992-06-01,,10500,CW,Warehouses,,,Revaluation 2017 Discretionary Year 3,,,
109012970505,,Gw Proudfoot Ltd,"Blinking Sike, Caxton Way, Pindar Business Park, Scarborough, North Yorkshire, YO11 3YT",YO11 3YT,54.23592,-0.41092,Y,1992-05-26,,110000,CW,Warehouses,,,,,,
135079050517,,Whitby Osteopathic Clinic Ltd,"Unit F7, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,1992-11-16,,2025,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170512800510,,Beevers Whitby Ltd,"6, Castle Road, Scarborough, North Yorkshire, YO11 1XA",YO11 1XA,54.28393,-0.40416,Y,1992-08-28,,18500,CS7,Showroom,,,Retail Discount,,,
103075950516,,Haven Leisure Ltd,"Haven Leisure Ltd, Primrose Valley, Filey, North Yorkshire, YO14 9RF",YO14 9RF,54.18914,-0.28258,Y,1992-04-01,,1300000,CC1,Caravan Site,,,,,,
101061500507,,Haven Leisure Ltd,"Reighton Holiday Village, Sands Lane, Reighton Gap, Filey, North Yorkshire, YO14 9ST",YO14 9ST,54.16985,-0.25836,Y,1992-04-01,,613000,CC1,Caravan Site,,,,,,
135404950560,,The Edinburgh Woollen Mill Ltd,"16 - 17, Baxtergate, Whitby, North Yorkshire, YO21 1BW",YO21 1BW,54.48605,-0.61457,Y,1992-06-24,,33000,CS,Shops,,,Retail Discount,,,
143008750505,,Stonehouse Bakery Ltd,"3, Briar Hill, Danby, Whitby, North Yorkshire, YO21 2LZ",YO21 2LZ,54.46872,-0.90711,Y,1993-03-26,,4550,CS,Shops,,,Retail Discount,,,
170064550575,,Snows Of Scarborough Ltd,"21, Sandside, Scarborough, North Yorkshire, YO11 1PE",YO11 1PE,54.28422,-0.39123,Y,1993-04-01,,18000,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
135404950725,,Coopland & Son (Scar) Ltd,"60, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,1992-12-15,,20750,CS,Shops,,,Retail Discount,,,
170283850632,,Holland & Barrett Retail Ltd,"Unit 18, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1992-11-23,,56000,CS,Shops,,,,,,
118288950503,,P Train Ltd,"Ellis Close Farm, Harwood Dale Road, Scarborough, North Yorkshire, YO13 0DW",YO13 0DW,54.34036,-0.48669,Y,1992-04-01,,7000,CW,Warehouses,,,Small Business Relief England,,,
109020770600,,Yorwaste Ltd,"Tipping Site, Seamer Carrs Farm, Seamer, Scarborough, North Yorkshire, YO12 4QA",YO12 4QA,54.22683,-0.41836,Y,1993-04-01,,22250,IM4,Tipping Site,,,,,,
170283850650,,Wackers Ltd,"Restaurant, 43, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,Y,1993-02-01,,25250,CR,Restaurants,,,Revaluation 2017 Discretionary Year 3,,,
170624450730,,Scarborough Carpets Ltd,"Clock Tower, Falsgrave Road, Scarborough, North Yorkshire, YO12 5EA",YO12 5EA,54.27794,-0.41092,Y,1993-02-28,,9000,CS10,Retail Warehouse And Premises,,,Small Business Relief England,,,
170446050520,,J Rotherham Ltd,"Manor Road Memorial Works, Manor Road, Scarborough, North Yorkshire, YO12 7RT",YO12 7RT,54.28306,-0.4189,Y,1993-06-01,,3800,IF3O,Workshop Office And Premises,,,,,,
170624450961,,J G Squire Ltd,"54, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AX",YO12 5AX,54.27687,-0.41296,Y,1993-04-01,,7800,CS,Shops,,,Small Business Relief England,,,
171535150565,,Coopland & Son (Scar) Ltd,"6, High Street, Scarborough, North Yorkshire, YO11 3LJ",YO11 3LJ,54.23841,-0.3976,Y,1993-05-21,,8200,CS,Shops,,,Retail Discount,,,
170283851040,,Coopland & Son (Scar) Ltd,"103, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,Y,1990-04-01,,63000,CS,Shops,,,,,,
170137850695,,Emmas Coffee Lounge Ltd,"30, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,Y,1993-07-05,,15750,CR1,Cafe,,,Retail Discount,,,
103050500540,,Boots Uk Ltd,"2, Murray Street, Filey, North Yorkshire, YO14 9DG",YO14 9DG,54.20916,-0.28801,Y,1993-11-01,,10000,CS,Shops,,,,,,
109118720501,,Woodstock Of Scarborough Ltd,"Shop No 1, Avocet Shopping Centre, Curlew Drive, Crossgates, Scarborough, North Yorkshire, YO12 4TP",YO12 4TP,54.23755,-0.42282,Y,1993-10-18,,11000,CS,Shops,,,Small Business Relief England,,,
109020770565,,Northern Retail Services Ltd,"Unit 4c, Dunslow Court, Dunslow Road, Scarborough, North Yorkshire, YO11 3XT",YO11 3XT,54.23713,-0.41257,Y,1993-12-01,,9200,IF3,Workshop,,,Small Business Relief England,,,
171870150503,,Alga Garage Ltd,"Opp 6, Alga Terrace, Scarborough, North Yorkshire, YO11 2DF",YO11 2DF,54.27431,-0.39957,Y,1992-04-01,,8300,IF3,Workshop,,,Small Business Relief England,,,
103066400515,,Mfw66 Limited,"Forge Garage, 2a, Scarborough Road, Filey, North Yorkshire, YO14 9EF",YO14 9EF,54.21291,-0.29109,Y,1994-01-01,,4500,IF3,Workshop,,,Small Business Relief England,,,
135173200560,,Cemex Uk Materials Ltd,"Cemex Uk Materials Ltd, Fairfield Way, Stainsacre Lane, Hawsker, Whitby, North Yorkshire, YO22 4PU",YO22 4PU,54.47135,-0.59574,Y,1994-04-01,,21000,IM3,Concrete Batching Plant,,,,,,
105066450502,,Pets R Wright (Yorkshire) Ltd,"Pets R Wright, Scarborough Road, Muston, Filey, North Yorkshire, YO14 0EQ",YO14 0EQ,54.21757,-0.31724,Y,1994-02-25,,23250,CS7,Showroom,,,Revaluation 2017 Discretionary Year 3,,,
120016100516,,Flower Of May Ltd,"Burnside Caravan Camp, Coastal Road, Burniston, Scarborough, North Yorkshire, YO13 0HR",YO13 0HR,54.32096,-0.44145,Y,1993-10-15,,28750,CC1,Caravan Site,,,Revaluation 2017 Discretionary Year 3,,,
113089750505,,Oakley Plant Ltd,"The Garage, Yedmandale Road, West Ayton, Scarborough, North Yorkshire, YO13 9JD",YO13 9JD,54.25025,-0.48904,Y,1994-04-01,,9700,IF3,Workshop,,,Sbre Extension For 12 Months,,,
120087620560,,Control & Power Systems Ltd,"Unit 3d, Willymath Close, Burniston, Scarborough, North Yorkshire, YO13 0HG",YO13 0HG,54.31966,-0.43983,Y,1994-04-27,,5900,CO,Office (Excluding Central & Local Gov'T),,,,,,
170283851031,,Boots Uk Ltd,"100 - 101, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,Y,1990-04-01,,280000,CS,Shops,,,,,,
143140550512,,Station Garage (Castleton) Ltd,"Unit 1a, Langburn Bank, Castleton, Whitby, North Yorkshire, YO21 2HA",YO21 2HA,54.46774,-0.94784,Y,1993-11-10,,5000,IF3,Workshop,,,Small Business Relief England,,,
135404950715,,Mackays Stores Ltd,"Mackays, 58 - 60, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,1994-09-27,,101000,CS,Shops,,,,,,
170865900540,,Yorkshire Water Services Ltd,"Scarborough Wwtw, Burniston Road, Scarborough, North Yorkshire, YO13 0DA",YO13 0DA,54.30889,-0.42424,Y,1992-04-01,,1420000,NW,Sewage Treatment Works & Premises,,,,,,
170283851200,,Holland & Barrett Retail Ltd,"Basement Store 1, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1994-12-19,,1325,CW3,Store,,,,,,
170283851210,,Carphone Warehouse Uk Ltd,"Basement Store 3, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1994-12-19,,1425,CW3,Store,,,,,,
170283851255,,Burton Group Properties Ltd,"Basement Store 18, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1994-12-19,,1750,CW3,Store,,,,,,
135263900505,,Delta Pi Software Ltd,"8, Ruswarp Lane, Whitby, North Yorkshire, YO21 1NB",YO21 1NB,54.47815,-0.634,Y,1994-04-01,,1250,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
135670400500,,Trillos Of Whitby Ltd,"Site No 12, Spa Drive, Whitby, North Yorkshire, YO21 3EN",YO21 3EN,54.49087,-0.6205,Y,1995-03-01,,1700,CX,Other Commercial,,,Retail Discount,,,
135457250695,,Trillos Of Whitby Ltd,"Stall No.7, Scotch Head, Whitby, North Yorkshire, YO21 3PU",YO21 3PU,54.48919,-0.61491,Y,1995-03-01,,9000,CS4,Kiosk,,,Retail Discount,,,
135079050605,,Trillos Of Whitby Ltd,"Site No 13 Kiosk, North Terrace, Whitby, North Yorkshire, YO21 3TL",YO21 3TL,54.48653,-0.67723,Y,1995-03-01,,3000,CS4,Kiosk,,,Retail Discount,,,
171806450501,,Gilsland Spa Ltd,"Esplanade Hotel, Belmont Road, Scarborough, North Yorkshire, YO11 2AA",YO11 2AA,54.27701,-0.40137,Y,1995-04-01,,64750,CH,Hotel,,,,,,
112045100505,,Pj Roberts Ltd,"1a, Main Street, East Ayton, Scarborough, North Yorkshire, YO13 9HL",YO13 9HL,54.2501,-0.48149,Y,1995-07-03,,6000,CS3,Hairdressing Salon,,,Small Business Relief England,,,
135170650550,,Lockers Trawlers Ltd,"Workshop, Spital Bridge, Whitby, North Yorkshire, YO22 4EF",YO22 4EF,54.47989,-0.61113,Y,1993-01-01,,2550,IF3,Workshop,,,,,,
135684200499,,Shearings Hotels Ltd,"Royal Hotel, West Cliff, Whitby, North Yorkshire, YO21 3HT",YO21 3HT,54.49038,-0.62446,Y,1995-04-01,,190000,CH,Hotel,,,,,,
170283850596,,Paver Party Plan Ltd,"19, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,Y,1995-03-24,,54000,CS,Shops,,,,,,
170283850659,,Burton Group Properties Ltd,"Units 29 & 30, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,1995-04-01,,66500,CS,Shops,,,,,,
170283851095,,Timpsons Shoe Repairs Ltd,"112, Westborough, Scarborough, North Yorkshire, YO11 1LP",YO11 1LP,54.2822,-0.40126,Y,1995-09-08,,28000,CS,Shops,,,,,,
109082670556,,R & R Engineering Ltd,"7, Thornburgh Road, Scarborough, North Yorkshire, YO11 3UY",YO11 3UY,54.23764,-0.40926,Y,1995-07-01,,38500,IF,Factories,,,,,,
170120900540,,Autocool Radiators Ltd,"Adj, 33, Durham Street, Scarborough, North Yorkshire, YO12 7PT",YO12 7PT,54.28662,-0.40328,Y,1995-07-01,,8500,IF3,Workshop,,,Small Business Relief England,,,
135457250670,,Harland Bros (Tea Stall) Ltd,"Stall No 4, Fish Quay, Pier Road, Whitby, North Yorkshire, YO21 3PU",YO21 3PU,54.48919,-0.61491,Y,1996-03-01,,8900,CS4,Kiosk,,,Small Business Relief England,,,
170085570905,,Certas Energy Uk Limited,"W Eves And Co Ltd, West Pier, Scarborough, North Yorkshire, YO11 1PD",YO11 1PD,54.28317,-0.39181,Y,1996-07-01,,3500,CX,Other Commercial,,,,,,
170283850670,,The Thomas Cook Group Ltd,"47, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,N,1996-11-01,,31000,CS,Shops,,,Empty Property Rate Non-Industrial,,,
135668700525,,Boots Uk Ltd,"14, Skinner Street, Whitby, North Yorkshire, YO21 3AJ",YO21 3AJ,54.48731,-0.61758,Y,1996-11-18,,5400,CS,Shops,,,,,,
170582300501,,David Duggleby Ltd,"The Vine Street Salerooms, Vine Street, Scarborough, North Yorkshire, YO11 1XN",YO11 1XN,54.28354,-0.40585,Y,1996-08-03,,36250,CG1,Vehicle Repair Workshop,,,Revaluation 2017 Discretionary Year 3,,,
135235350520,,A P Jackson (Butchers) Ltd,"8, High Street, Ruswarp, Whitby, North Yorkshire, YO21 1NH",YO21 1NH,54.47109,-0.62959,Y,1997-01-20,,6400,CS,Shops,,,Small Business Relief England,,,
170107600557,,Scott Hamlin Ltd,"Delmont Hotel, 18-19, Blenheim Terrace, Queens Parade, Scarborough, North Yorkshire, YO12 7HE",YO12 7HE,54.28701,-0.3991,Y,1995-04-01,,45400,CH,Hotel,,,,,,
170112750972,,Shearings Hotels Ltd,"Norbreck Hotel, 134, Castle Road, Scarborough, North Yorkshire, YO11 1HY",YO11 1HY,54.28698,-0.39392,Y,1995-04-01,,66250,CH,Hotel,,,Revaluation 2017 Discretionary Year 3,,,
135425900550,,Reeds Rains Limited,"7, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,N,1995-12-06,,6900,CS,Shops,VOID,19/02/2019,,,,
135173200625,,Yorwaste Ltd,"Transfer Station, Fairfield Way, Stainsacre Lane, Hawsker, Whitby, North Yorkshire, YO22 4HS",YO22 4HS,54.47178,-0.60502,Y,1996-10-01,,41000,IMX,Civic Amenity Site,,,,,,
