Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Liability start date,Current Analysis Code Description,Rateable value,Current Relief Type,Current Relief Type Description,Current Relief Award Start Date,Current Relief Award End Date,Current Property Exemption Code,Current Prop Exemption Description,Current Prop Exemption Start Date,Current Prop Exemption End Date
48960001000N,,"New House Farm, Round Hill Lane, Kirkheaton, Huddersfield, HD5 0PP",HD5 0PP,53.66820,-1.73331,2017-04-01,Communication Station And Premises,6700,SBRE,Small Business Relief England,2017-04-01,,,,,
16890000990N,,"99, East Street, Lindley, Huddersfield, HD3 3NF",HD3 3NF,53.66285,-1.81992,2004-04-01,Surgeries,11750,SBRE,Small Business Relief England,2005-04-01,,,,,
01430001461N,,"Cruck Cottage, Ashes Common Farm, 147, Ashes Lane, Almondbury, Huddersfield, HD4 6TS",HD4 6TS,53.61850,-1.77739,2002-03-16,Apartment House,2850,SBRE,Small Business Relief England,2009-09-01,,,,,
55370000020N,Barclays Bank Uk Plc,"2, Station Road, Skelmanthorpe, Huddersfield, HD8 9AU",HD8 9AU,53.59381,-1.65351,2018-04-01,Banks,7700,,,,,,,,
36320000170N,Barclays Bank Uk Plc,"17, Market Place, Huddersfield, HD1 2AB",HD1 2AB,53.64835,-1.78150,2018-04-01,Banks,82500,,,,,,,,
41420000020N,Barclays Bank Uk Plc,"2, Northgate, Cleckheaton, BD19 5AB",BD19 5AB,53.72378,-1.71505,2018-04-01,Banks,17500,,,,,,,,
36290000640N,Barclays Bank Uk Plc,"_, Market Place, Dewsbury, WF13 1DQ",WF13 1DQ,53.69158,-1.62928,2018-04-01,Banks,38250,,,,,,,,
61590002000N,Barclays Bank Uk Plc,"13/15, Victoria Square, Holmfirth, HD9 2DN",HD9 2DN,53.56961,-1.78618,2018-04-01,Banks,15250,,,,,,,,
12650000040N,Barden Print Ltd,"Bay Hall Printing Works, Common Road, Birkby, Huddersfield, HD1 5EX",HD1 5EX,53.65652,-1.78964,2003-11-01,Factories,9100,SBRE,Small Business Relief England,2005-04-01,,,,,
47560001100N,Bardon Roadstone Ltd T/A Huddersfield Roadstone,"Red Doles Lane Industrial Est, Red Doles Lane, Leeds Road, Huddersfield, HD2 1YF",HD2 1YF,53.66006,-1.76844,1995-08-07,Mineral (Other),67000,,,,,,,,
05690001301N,Barfield Distribution Ltd,"130, Bradford Road, Dewsbury, WF13 2EW",WF13 2EW,53.69841,-1.63133,2002-10-02,Showrooms,6700,SBRE,Small Business Relief England,2007-04-01,,,,,
65040000001N,Barfit Limited,"Herbert Brown Business Park, Unit 1, Whiteley Street, Milnsbridge, Huddersfield, HD3 4LT",HD3 4LT,53.63802,-1.82269,2012-02-11,Warehouses,8000,SBRE,Small Business Relief England,2012-03-16,,,,,
35700003750N,Bargain Box (Uk) Ltd,"Crosland Moor Mills, Manchester Road, Huddersfield, HD4 5AA",HD4 5AA,53.64029,-1.80252,1990-04-01,Warehouses,10250,SBRE,Small Business Relief England,2005-04-01,,,,,
29460000010N,Bargain Corner Ltd,"1, Intake Lane, Brownhill, Batley, WF17 0BS",WF17 0BS,53.72918,-1.65276,2016-11-18,Shops,4450,SBRE,Small Business Relief England,2016-11-18,,,,,
36300000950N,Bargain Discount Superstore Ltd,"95/99, Market Place, Heckmondwike, WF16 0HB",WF16 0HB,53.70740,-1.67588,2018-10-19,Shops,31250,,,,,,,,
67810000240N,Bargain Gadgets Limited,"24, Corporation Street, Dewsbury, WF13 1QG",WF13 1QG,53.69258,-1.62787,2014-08-01,Shops,3500,SBRE,Small Business Relief England,2014-08-01,,,,,
02960100060N,Bargate Motor Spares Limited,"_, Bargate, Linthwaite, Huddersfield, HD7 5QW",HD7 5QW,53.62690,-1.85467,2016-08-19,Land Used For Storage,6000,SBRE,Small Business Relief England,2016-08-19,,,,,
06700000020N,Baric Properties Ltd,"Unit 2, Broad Street, Dewsbury, WF13 3RT",WF13 3RT,53.68283,-1.64726,2001-11-21,Warehouses,8700,SBRE,Small Business Relief England,2007-04-01,,,,,
80330000030N,Barker & Stonehouse Ltd,"Unit G & H, West Yorkshire Retail Park, Holden Ing Way, Birstall Batley, WF17 9AD",WF17 9AD,53.74408,-1.64483,2002-07-22,Retail Warehouse And Premises,630000,,,,,,,,
55810000201N,Barker Construction Ltd,"_, Britannia Road, Stoney Battery, Huddersfield, HD1 4TL",HD1 4TL,53.64015,-1.81220,2000-06-01,Workshops,9600,SBRE,Small Business Relief England,2005-04-01,,,,,
10280000090N,Barkers Estate Agents Limited,"9, Cheapside, Cleckheaton, BD19 5AF",BD19 5AF,53.72431,-1.71308,2007-08-01,Shops,7700,,,,,,,,
42410000041N,Barkers Estate Agents Limited,"4, Old Lane, Birkenshaw, Bradford, BD11 2AA",BD11 2AA,53.75169,-1.69481,2006-11-16,Shops,4450,,,,,,,,
34360000430N,Barkers Estate Agents Limited,"41/3, Low Lane, Birstall, Batley, WF17 9EY",WF17 9EY,53.73232,-1.66145,2009-10-14,Shops,8500,,,,,,,,
64440000420N,Barket Travel & Tours Limited,"42, Wharf Street, Savile Town, Dewsbury, WF12 9AU",WF12 9AU,53.68514,-1.62808,2016-08-11,Office (Excluding Central & Local Gov'T),2650,SBRE,Small Business Relief England,2016-08-11,,,,,
51450009600N,Barnaby'S Day Nursery Limited,"The Barn, Mearhouse Farm, Sheffield Road, New Mill, Holmfirth, HD9 7HA",HD9 7HA,53.56737,-1.75447,2011-01-01,Day Nursery And Premises,12500,SBRE,Small Business Relief England,2011-01-01,,,,,
40590001060N,Barnados,"106, New Street, Huddersfield, HD1 2UD",HD1 2UD,53.64318,-1.78410,2006-12-15,Shops,24000,MAND,Mandatory Charitable Relief,2006-12-15,,,,,
28610060060N,Barnardos,"Unit 6c, Ravensthorpe Shopping Park, Huddersfield Road, Ravensthorpe, Dewsbury, WF13 3HN",WF13 3HN,53.68012,-1.66281,2012-01-13,Retail Warehouse And Premises,16000,MAND,Mandatory Charitable Relief,2012-01-13,,,,,
02460002214N,Barncliffe Day Nursery Ltd,"Unit 18/19, Barncliffe Mills, Near Bank, Shelley, Huddersfield, HD8 8LU",HD8 8LU,53.59134,-1.68699,2013-04-01,Day Nursery And Premises,15000,SBRE,Small Business Relief England,2013-04-01,,,,,
02460002214N,Barncliffe Day Nursery Ltd,"Unit 18/19, Barncliffe Mills, Near Bank, Shelley, Huddersfield, HD8 8LU",HD8 8LU,53.59134,-1.68699,2013-04-01,Day Nursery And Premises,15000,SSB,Supporting Small Business Relief (SSB),2017-04-01,,,,,
07800000122N,Barncliffe Property Developments Ltd,"Unit 12, Railway Saw Mills, Burbeary Road, Lockwood, Huddersfield, HD1 3UN",HD1 3UN,53.63209,-1.79935,2016-06-03,Office (Excluding Central & Local Gov'T),2650,SBRE,Small Business Relief England,2016-06-03,,,,,
31200000202N,Barnes Business Services Limited,"Office 7 1st Flr , 1, Knowl Road, Mirfield, WF14 8DQ",WF14 8DQ,53.67495,-1.69096,2011-04-01,Office (Excluding Central & Local Gov'T),5400,SBRE,Small Business Relief England,2011-04-01,,,,,
31200000201N,Barnes Business Services Limited,"Office 6 1st Flr, 1, Knowl Road, Mirfield, WF14 8DQ",WF14 8DQ,53.67495,-1.69096,2017-01-01,Office (Excluding Central & Local Gov'T),2600,,,,,,,,
54420000010N,Barnes Field Limited T/A Beerhouses,"The Sportsman, 1, St Johns Road, Huddersfield, HD1 5AY",HD1 5AY,53.65046,-1.78424,2014-08-01,Public House,27500,PUBR,Public House Relief,2017-04-01,,,,,
63240000112N,Barnes Field Limited T/A Beerhouses,"Dewsbury Railway Station, Wellington Road, Dewsbury, WF13 1HF",WF13 1HF,53.69225,-1.63146,2014-08-01,Restaurants,10000,,,,,,,,
79660000202N,Barnes Homes Ltd,"Unit 1, Providence Mill, Victoria Springs Business Park, Wakefield Road, Liversedge, WF15 6AU",WF15 6AU,53.70945,-1.68309,2012-09-01,Warehouses,7200,EPRI,Empty Property Rate Industrial,2013-03-01,,,,,
79660000091N,Barnes Homes Ltd,"Unit 9, Victoria Springs Business Park, Wakefield Road, Liversedge, WF15 6AU",WF15 6AU,53.70945,-1.68309,2017-04-01,Office (Excluding Central & Local Gov'T),8500,EPRN,Empty Property Rate Non-Industrial,2017-07-01,,,,,
71470200006N,Barnes Homes Ltd,"Unit 6, Luddite Way Business Park, Rawfolds Way, Cleckheaton, BD19 5DQ",BD19 5DQ,53.71907,-1.70329,2018-07-01,New - Awaiting Valuation,0,,,,,,,,
40840002002N,Barratt Business Forms,"Newtown Works, Unit 2, Newtown, Honley, Holmfirth, HD9 6PQ",HD9 6PQ,53.60551,-1.78873,2005-04-01,Stores,3600,SBRE,Small Business Relief England,2007-04-01,,,,,
40840000151N,Barrett Business Machines Ltd,"Newtown House, 15, Newtown, Honley, Holmfirth, HD9 6PQ",HD9 6PQ,53.60551,-1.78873,2002-09-30,Office (Excluding Central & Local Gov'T),7900,SBRE,Small Business Relief England,2005-04-01,,,,,
23920002560N,,"256, Halifax Road, Hightown, Liversedge, WF15 6NP",WF15 6NP,53.71091,-1.70459,2003-09-01,Shops,1375,SBRE,Small Business Relief England,2005-04-01,,,,,
19550500031N,Barrie K Ellis (Hudds.) Ltd Inc. Albert Haigh & Son Ltd,"Haigh A & Son, Firth Street, Huddersfield, HD1 3BD",HD1 3BD,53.64012,-1.77849,2015-12-01,Workshops,7700,SBRE,Small Business Relief England,2016-06-17,,,,,
05680001570N,,"Moorend Fisheries, 157, Bradford Road, Cleckheaton, BD19 3SX",BD19 3SX,53.72994,-1.71771,2012-10-26,Shops,2900,SBRE,Small Business Relief England,2012-10-26,,,,,
64230000111N,,"Basement, 11b, Westgate, Cleckheaton, BD19 5ET",BD19 5ET,53.72305,-1.71456,1998-06-01,Stores,960,SBRE,Small Business Relief England,2007-04-01,,,,,
20270001000N,,"17, Foundry Street, Dewsbury, WF13 1QL",WF13 1QL,53.69234,-1.62891,2017-05-01,Banks,16250,EPRN,Empty Property Rate Non-Industrial,2017-08-01,,,,,
06030000010N,,"1/5, Branch Road, Batley, WF17 5RY",WF17 5RY,53.71509,-1.63383,2012-04-02,Shops,7400,SBRE,Small Business Relief England,2012-04-02,,,,,
60840004178N,,"Unit 17g, Upper Mills, Slaithwaite, Huddersfield, HD7 5HA",HD7 5HA,53.62087,-1.88635,2012-01-31,Stores,1525,SBRE,Small Business Relief England,2012-01-31,,,,,
01560000190N,,"19, Ashton Clough Road, Liversedge, WF15 6JX",WF15 6JX,53.70976,-1.69186,2009-11-02,Workshops,3500,SBRE,Small Business Relief England,2009-11-02,,,,,
47560000881N,,"Unit 9 , Field Mills, Red Doles Lane, Huddersfield, HD2 1 YG",1 YG,,,2013-06-01,Workshops,7100,SBRE,Small Business Relief England,2013-11-01,,,,,
31190000650N,,"65, Knowl Road, Golcar, Huddersfield, HD7 4AN",HD7 4AN,53.63804,-1.85011,1990-04-01,Shops,3650,SBRE,Small Business Relief England,2005-04-01,,,,,
77070101142N,,"Stores No 116 - 118, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,1999-05-01,Stores,580,,,,,,,,
09140000681N,,"Crow Hill Cottage, Carrs Road, Marsden, Huddersfield, HD7 6JH",HD7 6JH,53.60054,-1.91940,2010-11-05,Apartment House,3900,SBRE,Small Business Relief England,2010-11-05,,,,,
41550200180N,,"Unit F18, Kirklees Media Centre, 7 Northumberland Street, Huddersfield, HD1 1RL",HD1 1RL,53.64930,-1.78047,2011-10-01,Office (Excluding Central & Local Gov'T),4700,SBRE,Small Business Relief England,2011-10-01,,,,,
22910000010N,,"1, Greenhouse Road, Fartown, Huddersfield, HD2 2QB",HD2 2QB,53.66213,-1.78279,1991-06-06,Garage,4900,SBRE,Small Business Relief England,2005-04-01,,,,,
05640008873N,Base Fit Interiors Limited,"Unit 5, Smithies Mill, Bradford Road, Batley, WF17 8NN",WF17 8NN,53.72759,-1.65826,2011-02-01,Stores,10750,SBRE,Small Business Relief England,2011-02-01,,,,,
35710010011N,,"1006,, Manchester Road, Linthwaite, Huddersfield, HD7 5QQ",HD7 5QQ,53.62552,-1.85706,2016-04-01,Shops,3050,,,,,,,,
35710010012N,,"1010,, Manchester Road, Linthwaite, Huddersfield, HD7 5QQ",HD7 5QQ,53.62552,-1.85706,2017-01-21,Shops,2550,,,,,,,,
02820001001N,,"_, Banks Street, Mount Pleasant, Batley, WF17 7NR",WF17 7NR,53.70816,-1.63706,1990-04-01,Factories,5500,SBRE,Small Business Relief England,2005-04-01,,,,,
03350000030N,,"5, Battye Street, Dewsbury, WF13 1PW",WF13 1PW,53.69368,-1.62721,2008-11-01,Shops,4750,SBRE,Small Business Relief England,2008-11-01,,,,,
28610006560N,,"656, Huddersfield Road, Ravensthorpe, Dewsbury, WF13 3HP",WF13 3HP,53.67849,-1.66631,2001-06-27,Shops,5000,SBRE,Small Business Relief England,2005-04-01,,,,,
54860001108N,Bassment Promotions Limited,"Ska House, St Thomas Road, Huddersfield, HD1 3LG",HD1 3LG,53.64017,-1.79388,2017-05-09,Office (Excluding Central & Local Gov'T),16750,,,,,,,,
37540001203N,Bates & Co (Hudds) Ltd,"1st Floor Colne Road Building, Milford Street, Huddersfield, HD1 3DX",HD1 3DX,53.64075,-1.78222,2011-02-14,Workshops,6500,,,,,,,,
37540001208N,Bates & Co (Hudds) Ltd,"Unit 1b Ist Flr, Fairfield Mills, Queen Street South, Huddersfield, HD1 3DU",HD1 3DU,53.64075,-1.78222,2017-11-14,Office (Excluding Central & Local Gov'T),10750,,,,,CCC,Listed building,14/11/2017,
37540001001N,Bates & Co. (Huddersfield)Limited,"Ground Floor Unit, Fairfield Mills, Milford Street, Huddersfield, HD1 3DX",HD1 3DX,53.64075,-1.78222,2005-12-22,Warehouses,24500,EPRI,Empty Property Rate Industrial,2008-04-01,,,,,
37540001011N,Bates & Co. (Huddersfield)Limited,"Fairfield Mills, Milford Street, Huddersfield, HD1 3DX",HD1 3DX,53.64075,-1.78222,2013-04-08,Factories,19500,,,,,,,,
37540001012N,Bates & Co. (Huddersfield)Limited,"The Blending Shed, Fairfield Mills, Milford Street, Huddersfield, HD1 3DX",HD1 3DX,53.64075,-1.78222,2015-11-01,Warehouses,15750,,,,,,,,
37540001214N,Bates & Co. (Huddersfield)Limited,"Ground Floor Rhs Mill A, Bates Mill, Colne Road, Huddersfield, HD1 3DU",HD1 3DU,53.64075,-1.78222,2015-12-01,Warehouses,3350,,,,,,,,
37540001215N,Bates & Co. (Huddersfield)Limited,"Ground Floor Office Lhs Mill A, Bates Mill, Colne Road, Huddersfield, HD1 3DU",HD1 3DU,53.64075,-1.78222,2018-09-29,Office (Excluding Central & Local Gov'T),15250,,,,,CCC,Listed building,29/09/2018,
12550000610N,Bathrooms By Design (Uk) Ltd,"61, Commercial Road, Skelmanthorpe, Huddersfield, HD8 9DX",HD8 9DX,53.59035,-1.64446,2011-05-01,Showrooms,17250,SBRE,Small Business Relief England,2011-08-01,,,,,
54410002002N,Bathstore.Com Limited,"Unit 1, Castlegate Retail Park, St Johns Road, Huddersfield, HD1 5AN",HD1 5AN,53.65113,-1.78374,2012-05-11,Retail Warehouse And Premises,37500,,,,,,,,
08550050000N,Batley & Birstall Raf Assocn Hon Treasurer,"Broughton House, Cambridge Street, Batley, WF17 5JN",WF17 5JN,53.71098,-1.63635,1990-04-01,Club (Social),8600,MAND,Mandatory Charitable Relief,1990-04-01,,,,,
11440000033N,Batley Aquatics And Pets Limited,"Gf Unit 2, Dual House, Wellington Street, Batley, WF17 5JE",WF17 5JE,53.71202,-1.63324,2015-01-13,Workshops,5400,SBRE,Small Business Relief England,2015-01-13,,,,,
25960000025N,Batley Barless Fire Co,"401, Bradford Road, Batley, WF17 5LY",WF17 5LY,53.71272,-1.62726,1992-04-01,Showrooms,9800,,,,,,,,
46270100032N,Batley Boys Arlfc,"Changing Rooms At Batley Rlfc, Heritage Road, Batley, WF17 0HG",WF17 0HG,53.71803,-1.63411,1999-06-21,Other Leisure,6100,MAND,Mandatory Charitable Relief,1999-06-21,,,,,
02820001000N,Batley Boys Club,"_, Banks Street, Mount Pleasant, Batley, WF17 7NR",WF17 7NR,53.70816,-1.63706,1990-04-01,Clubhouses,3850,MAND,Mandatory Charitable Relief,1990-04-01,,,,,
28440000243N,Batley Carr (Batley) Tennants & Residents Assoc,"_, Howard Place, Batley Carr, Batley, WF17 6AB",WF17 6AB,53.70308,-1.63450,1997-04-01,Shops,2200,SBRE,Small Business Relief England,2010-10-01,,,,,
65480000181N,Batley Carr Day Nursery Limited,"., 18, Wilson Wood Street, Batley Carr, Batley, WF17 7LE",WF17 7LE,53.70260,-1.63773,2013-01-31,Day Nursery And Premises,14500,SBRE,Small Business Relief England,2013-01-31,,,,,
65480000181N,Batley Carr Day Nursery Limited,"., 18, Wilson Wood Street, Batley Carr, Batley, WF17 7LE",WF17 7LE,53.70260,-1.63773,2013-01-31,Day Nursery And Premises,14500,SSB,Supporting Small Business Relief (SSB),2017-04-01,,,,,
06030082000N,Batley Conservative Club,"The Conservative Club, Branch Road, Batley, WF17 5SB",WF17 5SB,53.71549,-1.63441,1990-04-01,Club (Social),5500,SBRE,Small Business Relief England,2007-04-01,,,,,
06030081000N,Batley Conservative Club,"The Victoria Function Room, First Floor Over Con Club, Branch Road, Batley, WF17 5SB",WF17 5SB,53.71549,-1.63441,2019-01-01,Club (Social),5900,,,,,HHH,Three month allowance,01/01/2019,31/03/2019
46270100021N,Batley Cricket Club,"Batley Cricket Club, Heritage Road, Batley, WF17 7NN",WF17 7NN,53.70709,-1.63516,1999-05-24,Sports Grounds,4700,SBRE,Small Business Relief England,2010-04-01,,,,,
12560000320N,Batley D.I.Y.Centre Ltd,"32, Commercial Street, Batley, WF17 5EY",WF17 5EY,53.71319,-1.62997,1990-04-01,Shops,20250,,,,,,,,
05643300050N,Batley Fabrications Ltd,"Carlinghow Mills, Unit C1, 501/503, Bradford Road, Batley, WF17 8LL",WF17 8LL,53.71872,-1.64108,2010-03-14,Vehicle Repair Workshop,11000,SBRE,Small Business Relief England,2010-03-14,,,,,
46270100020N,Batley Football Club Ltd,"_, Purlwell Hall Road, Batley, WF17 7NL",WF17 7NL,53.70870,-1.63460,1990-04-01,Sports Grounds,13500,SBRE,Small Business Relief England,2007-04-01,,,,,
62580006200N,Batley Foundry Ltd,"Atlas Foundry, Warwick Road, Batley, WF17 6BB",WF17 6BB,53.70462,-1.63034,1990-04-01,Factories,40750,,,,,,,,
28460100100N,Batley Foundry Ltd,"Units 8, Livingstone Mills, Howard Street, Batley Carr Batley, WF17 6JH",WF17 6JH,53.70387,-1.63034,2011-10-26,Workshops,33500,,,,,,,,
65590010010N,Batley Girls High School,"Batley Girls High School, Windmill Lane, Birstall, Batley, WF17 0LD",WF17 0LD,53.73186,-1.64586,2011-09-01,Local Authority Schools,265000,MAND,Mandatory Charitable Relief,2011-09-01,,,,,
41200000150N,Batley High Performance Centre,"Unit 1, North Street, Bradford Road, Dewsbury, WF13 2EL",WF13 2EL,53.69807,-1.63106,2004-04-26,Vehicle Repair Workshop,8000,SBRE,Small Business Relief England,2005-04-01,,,,,
05260000040N,Batley Homeless Project,"4, Bond Street, Dewsbury, WF13 1AG",WF13 1AG,53.69231,-1.62976,2018-11-28,Shops,5400,SBRE,Small Business Relief England,2018-11-28,,,,,
14030000601N,Batley Juniors F.C,"Carters Field Football Pitch, North Bank Road, Cross Bank, Batley, WF17 8PP",WF17 8PP,53.71915,-1.64607,2005-11-04,Stores,310,SBRE,Small Business Relief England,2006-04-01,,,,,
05642700021N,Batley Kitchen & Bedroom Centre Limited,"Unit K At Unit 16, Wilton Industrial Court, Bradford Road, Batley, WF17 8NN",WF17 8NN,53.72759,-1.65826,2016-12-01,Showrooms,7500,SBRE,Small Business Relief England,2017-09-01,,,,,
04880000800N,Batley Law Limited,"Suite 32, Park House Business Centre, Bradford Road, Birstall, Batley, WF17 9PH",WF17 9PH,53.73096,-1.66525,2018-09-17,Office (Excluding Central & Local Gov'T),2275,SBRE,Small Business Relief England,2018-09-17,,,,,
02700002201N,Batley Mot Centre Limited,"480a, Bradford Road, Batley, WF17 5LG",WF17 5LG,53.71587,-1.63136,2017-10-01,Vehicle Repair Workshop,5700,SBRE,Small Business Relief England,2017-10-01,,,,,
25110005600N,Batley Multi Academy Trust,"Healey J I & N School, Healey Lane, Batley, WF17 8BN",WF17 8BN,53.71265,-1.65496,2017-12-01,Local Authority Schools,54000,MAND,Mandatory Charitable Relief,2017-12-01,,,,,
00410005000N,Batley Multi Academy Trust,"Field Lane County J I & N School, Albion Street, Batley, WF17 5AH",WF17 5AH,53.71019,-1.63020,2018-12-01,Local Authority Schools,42000,MAND,Mandatory Charitable Relief,2018-12-01,,,,,
12560080000N,Batley Old Peoples Welfare Committee,"_, Commercial Street, Batley, WF17 5DP",WF17 5DP,53.71475,-1.63450,1990-04-01,Community Centres Etc,8000,MAND,Mandatory Charitable Relief,1990-04-01,,,,,
05660300082N,Batley Precision Engineering Ltd,"Unit 10, Carr Mills, Bradford Road, Birstall, Batley, WF17 9JX",WF17 9JX,53.73018,-1.66429,2016-05-01,Workshops,5500,SBRE,Small Business Relief England,2016-05-01,,,,,
06160002010N,Batley Storage & Distribution Ltd,"Compounds 2 & 3, Canal Side Industrial Estate, Bretton Street, Dewsbury, WF12 9DB",WF12 9DB,53.67949,-1.62677,2016-07-01,Land Used For Storage,8700,SBRE,Small Business Relief England,2017-05-01,,,,,
22150600295N,Batley Warehousing Limited,"Unit 7a, Grange Road Business Park, Grange Road, Batley, WF17 6LH",WF17 6LH,53.70804,-1.61979,2015-02-27,Warehouses,74500,,,,,,,,
71470100021N,Batorer Ltd,"Unit 1, Spen Valley Ind Park, Rawfolds Way, Cleckheaton, BD19 5LJ",BD19 5LJ,53.71904,-1.70619,1993-01-04,Factories,46500,,,,,,,,
67220000311N,Battaglia Marble And Granite Limited,"31, Yew Green Road, Lockwood, Huddersfield, HD4 5EN",HD4 5EN,53.63464,-1.80323,2014-01-31,Workshops,14000,EPRI,Empty Property Rate Industrial,2014-01-31,,,,,
28670000111N,Battyeford Sporting Club,"West Mills Playing Field (Nr John Cotton Factory), 443, Huddersfield Road, Mirfield, WF14 0EH",WF14 0EH,53.68559,-1.72506,2008-11-20,Other Leisure,10000,SBRE,Small Business Relief England,2015-12-26,,,,,
05960000260N,Bay Of Bengal,"26, Bradshaw Road, Honley, Holmfirth, HD9 6DT",HD9 6DT,53.59979,-1.79680,2014-09-20,Shops,5500,SBRE,Small Business Relief England,2014-09-20,,,,,
63940001201N,Bayfields Z Limited,"120, Westbourne Road, Marsh, Huddersfield, HD1 4LF",HD1 4LF,53.65153,-1.80725,2018-04-01,Shops,9600,,,,,,,,
00550000101N,Bayliss Trust Ltd,"Alexandra Chambers, 32, John William Street, Huddersfield, HD1 1BG",HD1 1BG,53.64774,-1.78235,2002-04-01,Office (Excluding Central & Local Gov'T),600,,,,,FFF,Less Than 1500/1900/2200/2600,01/04/2005,
19220100076N,Bb Wedding Cars Ltd,"Unit 16, New Ing Mills, Field Lane, Batley, WF17 5AE",WF17 5AE,53.71111,-1.63149,2018-03-01,Workshops,2850,SBRE,Small Business Relief England,2018-03-01,,,,,
05650005720N,Bbg Academy,"Bbg Academy, Bradford Road, Birkenshaw, Bradford, BD19 4BE",BD19 4BE,53.74398,-1.69184,2012-05-01,Local Authority Schools,173000,MAND,Mandatory Charitable Relief,2012-05-01,,,,,
62090300020N,,"Unit 153, B.M.K. Industrial Estate, Wakefield Road, Liversedge, WF15 6BS",WF15 6BS,53.70925,-1.68589,1990-04-01,Workshops,6300,,,,,,,,
28670300011N,,"_, Huddersfield Road, Mirfield, WF14 8NB",WF14 8NB,53.67164,-1.68740,2000-05-10,"Theatres,Cinemas Etc.",1050,,,,,FFF,Less Than 1500/1900/2200/2600,10/05/2000,
22150600100N,,"Unit 2 (Ground Floor), Greenhill Mills, Grange Road, Soothill Batley, WF17 6LH",WF17 6LH,53.70804,-1.61979,2002-07-21,Workshops,2250,,,,,FFF,Less Than 1500/1900/2200/2600,21/07/2002,
41430000001N,,"Below, Northgate House, Northgate, Dewsbury, WF13 1DZ",WF13 1DZ,53.69330,-1.63019,2013-01-07,Stores,1250,,,,,FFF,Less Than 1500/1900/2200/2600,07/01/2013,
