Property reference number,BA reference number,Address,Postcode,Latitude,Longitude,Liability start date,Rateable value,VOA code,VOA description
N01008509197,,"Store 2 R/O, Bilton Library, Bilton Lane, Harrogate, HG1 3DT",HG1 3DT,54.00836,-1.53422,1995-04-01,295,CW3,STORE AND PREMISES
N01008509250,100052004596,"Bilton Cricket Club, Bilton Lane, Harrogate, North Yorkshire, HG1 3DQ",HG1 3DQ,54.0109,-1.5292,1995-04-01,13250,LS,CRICKET GROUND AND PREMISES
N01008509270,010003028477,"Richard Taylor Ce School, Bilton Lane, Harrogate, North Yorkshire, HG1 3DT",HG1 3DT,54.00836,-1.53422,2015-03-01,41000,EL,School and Premises
N01008510500,100052239233,"Village Farm Caravan Site, Bilton Lane, Harrogate, North Yorkshire, HG1 4DL",HG1 4DL,54.01564,-1.51207,1995-04-01,7440,CC1,Caravan Park and Premises
N01008510501,,"O2 Telecommunication Mast Site Ref 34796, Bilton Lane, Harrogate, North Yorkshire, HG1 4DL",HG1 4DL,54.01564,-1.51207,2006-10-31,6500,MT1,Communication Station and Premises
N01008519020,010003028478,"Valley Club, Bilton Lane, Harrogate, North Yorkshire, HG1 4DH",HG1 4DH,54.01487,-1.5165,2014-09-12,5685,CC1,Caravan Park and Premises
N01009000380,010003028479,"Stables, R/O 38, Bogs Lane, Harrogate, North Yorkshire, HG1 4EB",HG1 4EB,54.00417,-1.50001,2002-12-02,450,LX,LOOSE BOXES
N01009009031,100050385016,"Longlands Farm , Bogs Lane, Harrogate, North Yorkshire, HG1 4ED",HG1 4ED,54.00576,-1.50576,2017-04-01,4000,LX,Livery Stables and Premises
N01009009080,100052209534,"Garage, Bogs Lane, Harrogate, North Yorkshire, HG1 4EB",HG1 4EB,54.00417,-1.50001,2012-12-11,5700,CG2,GARAGE AND PREMISES
N01009009085,,"Independent Network Operator, Bogs Lane, Harrogate, North Yorkshire, HG1 4EB",HG1 4EB,54.00417,-1.50001,2015-04-01,460,NX,INDEPENDENT DISTRIBUTION NETWORK OPERATOR
N01009009090,100052209535,"Starbeck Tennis Club, Bogs Lane, Harrogate, North Yorkshire, HG1 4TQ",HG1 4TQ,53.99806,-1.51653,1995-04-01,1725,LX,SPORTS GROUND AND PREMISES
N01009109011,,"Advertising Rights, Bolton Street, Harrogate, North Yorkshire, HG1 5JA",HG1 5JA,54.00186,-1.53696,2010-04-01,2375,CA,Advertising Right and Premises
N01009200011,,"1, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2009-05-01,8400,CS,Shop and Premises
N01009200020,,"3, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2018-04-01,10750,CS,Shop and Premises
N01009200030,,"5, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2017-09-01,9500,CS,Shop and Premises
N01009200072,100052003705,"7, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2003-07-21,14000,CR,RESTAURANT AND PREMISES
N01009200090,010003028490,"Ground Floor, 9, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2011-01-01,8600,CS,SHOP AND PREMISES
N01009200100,010003019024,"10, Bower Road, Harrogate, HG1 1BA",HG1 1BA,53.99554,-1.53832,1995-04-01,10750,CL2,Club House and Premises
N01009200113,,"11-13 , Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2018-01-15,29250,CS,SHOP AND PREMISES
N01009200151,100052003771,"15a, Bower Road, Harrogate, HG1 1BE",HG1 1BE,53.99578,-1.5378,2012-04-19,9900,CS,Shop and Premises
N01009200152,100052003711,"15b, Bower Road, Harrogate, HG1 1BE",HG1 1BE,53.99578,-1.5378,2018-08-06,7100,CS,Shop and Premises
N01009200156,100052209537,"Advertising Right, 15b, Bower Road, Harrogate, HG1 1BE",HG1 1BE,53.99578,-1.5378,2009-04-01,830,CA,ADVERTISING RIGHT
N01009200157,010003028492,"Adviertising Right, Asda, Bower Road, Harrogate, HG1 1BA",HG1 1BA,53.99554,-1.53832,2016-08-04,10250,CA,ADVERTISING RIGHT AND PREMISES
N01009200161,100052003508,"Auto Centre, 16, Bower Road, Harrogate, HG1 1BA",HG1 1BA,53.99554,-1.53832,2002-04-01,22000,CG1,Vehicle Repair Workshop and Premises
N01009200170,,"R/O, 17, Bower Road, Harrogate, HG1 1BE",HG1 1BE,53.99578,-1.5378,2010-11-01,3500,IF3,Workshop and Premises
N01009200177,100052183546,"R/O, 17/23, Bower Road, Harrogate, HG1 1BE",HG1 1BE,53.99578,-1.5378,2017-10-01,9500,CW3,STORE AND PREMISES
N01009200180,100052005036,"18, Bower Road, Harrogate, HG1 5BW",HG1 5BW,53.99536,-1.53668,1995-04-01,9000,CS,Shop and Premises
N01009200181,,"Advertising Right, 18, Bower Road, Harrogate, HG1 1BW",HG1 1BW,53.99439,-1.54322,2003-04-01,3550,CA,ADVERTISING RIGHT
N01009200203,010034594104,"Ground Floor, 20, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2012-07-03,7800,CS,Shop and Premises
N01009200204,,"Office 1, 20, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2014-03-27,1825,CO,Offices and Premises
N01009200205,,"Office 2, 20, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2017-07-16,1125,CO,Offices and Premises
N01009200206,,"Office 3, 20, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2017-07-16,1375,CO,Offices and Premises
N01009200207,,"Office 4, 20, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2014-07-03,840,CO,Offices and Premises
N01009200221,,"Ground Floor, 22, Bower Road, Harrogate, HG1 5BW",HG1 5BW,53.99536,-1.53668,2013-12-01,8200,CS,Shop and Premises
N01009200222,,"1st Floor, 22, Bower Road, Harrogate, HG1 5BW",HG1 5BW,53.99536,-1.53668,2018-11-01,4700,CO,Offices and Premises
N01009200223,,"Second Floor Front, 22, Bower Road, Harrogate, HG1 5BW",HG1 5BW,53.99536,-1.53668,2015-06-15,1950,CO,Offices and Premises
N01009200224,,"Second Floor Rear, 22, Bower Road, Harrogate, HG1 5BW",HG1 5BW,53.99536,-1.53668,2015-06-30,1200,CO,Offices and Premises
N01009200241,100052239241,"24, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2010-10-31,5400,CS,shop and premises
N01009209051,100052209541,"Asda Stores, Bower Road, Harrogate, HG1 5DE",HG1 5DE,53.99613,-1.53618,2012-07-26,1610000,CS9,Superstore and Premises
N01009209054,,"Bank Machine Atm 3, Asda Stores, Bower Road, Harrogate, HG1 5DE",HG1 5DE,53.99613,-1.53618,2010-04-01,5900,CX,Site of Atm and Premises
N01009209056,,"Atm Site (Barclays), Asda Stores, Bower Road, Harrogate, HG1 5DE",HG1 5DE,53.99613,-1.53618,2012-06-01,11750,CX,Site of Atm and Premises
N01009209151,,"Advertising Right  (Bt Phone Box 01423 528141), Adj To Asda Stores, Bower Road, Harrogate, HG1 1BB",HG1 1BB,53.99583,-1.53868,2017-10-01,550,CA,Advertising Right and Premises
N01009300011,100050385110,"1a, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2018-04-24,8400,CR,RESTAURANT AND PREMISES
N01009300014,010003028494,"R/O, 2, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2012-10-10,2175,CW3,STORE AND PREMISES
N01009300021,100050385111,"2, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2013-07-01,3000,CS,SHOP AND PREMISES
N01009300031,100052005801,"3, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2015-05-01,4850,CS,Shop and Premises
N01009300040,100050385112,"4, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2015-11-09,5000,CS,Shop and Premises
N01009300041,100052183550,"R/O, 4, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,1996-04-01,4900,IF3,WORKSHOP AND PREMISES
N01009300090,100052183551,"9, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2018-12-03,4400,CS,Shop and Premises
N01009309010,,"Street Sweepers Accommodation, Bower Street, Harrogate, North Yorkshire, HG1 5BQ",HG1 5BQ,53.99446,-1.53689,2005-04-11,4050,CW3,store and premises
N01009700112,,"The Penthouse, 10, Brunswick Drive, Harrogate, North Yorkshire, HG1 2PZ",HG1 2PZ,53.99314,-1.55339,2018-03-05,3800,CH1,Self Catering Holiday Unit and Premises
N01010100550,100052008271,"55-57, Burn Bridge Road, Burn Bridge, Harrogate, HG3 1PB",HG3 1PB,53.95872,-1.54638,2009-03-01,12250,CO,OFFICES AND PREMISES
N01010109010,100052008133,"The Swan At Burn Bridge, Burn Bridge Road, Burn Bridge, Harrogate, HG3 1PB",HG3 1PB,53.95872,-1.54638,2016-06-10,31000,CL,PUBLIC HOUSE AND PREMISES (PART)
N01010800021,100050385824,"2, Butler Road, Harrogate, North Yorkshire, HG1 4PF",HG1 4PF,54.00704,-1.52933,2004-05-01,740,CA,ADVERTISING RIGHT
N01011309001,010034599378,"Cadet Centre(Acf/Atc), Halfpenny Lane, Knaresborough, HG5 0NS",HG5 0NS,54.01801,-1.46113,2000-03-31,3150,LC3,Cadet hut
N01011400010,100052183552,"1, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,1995-04-01,77500,CS,Building Society Offices and premises
N01011400025,100052183553,"2/4, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,1995-04-01,210000,CS1,BANK AND PREMISES
N01011400050,100052003642,"5, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,2017-06-24,80000,CS,Shop and Premises
N01011400063,100052003741,"6, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,2014-01-31,75500,CS,Shop and Premises
N01011400070,100052003202,"7, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,1995-04-01,79500,CS1,BANK AND PREMISES
N01011400080,100052003204,"8-11, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,1995-04-01,160000,CS1,BANK AND PREMISES
N01011400124,100052209544,"Basement, 12, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,2018-04-25,1325,CO,ROOMS
N01011400125,100052183554,"First Floor, 12, Cambridge Crescent, Harrogate, North Yorkshire, HG1 1PE",HG1 1PE,53.99303,-1.54201,2018-04-25,6800,MH,Dental Surgery
N01011700015,010034596659,"1, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,1993-10-15,94000,CS1,Bank and Premises
N01011700018,,"Communication Mast, 1, Cambridge Road, Harrogate, HG2 1PB",HG2 1PB,,,2005-04-01,2500,MT1,Communication Station and Premises
N01011700020,,"Harrogate Fair Trade Shop, St Peters Church, Cambridge Street, Harrogate, HG1 1RW",HG1 1RW,53.99309,-1.54,2013-04-01,2750,CS,Shop and Premises
N01011700033,100052003640,"3, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,1999-03-18,66000,CS2,BETTING SHOP AND PREMISES
N01011700050,100052003128,"5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2006-12-31,52000,CR,RESTAURANT AND PREMISES
N01011700054,100052183555,"3rd Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2012-04-01,2425,CO,ROOMS
N01011700058,,"Office 4, 2nd Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2013-01-01,1700,CO,Offices and Premises
N01011700070,100052003200,"7, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,1999-12-03,59000,CS,SHOP AND PREMISES
N01011700073,010003028497,"2nd Floor Front, 7/9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2018-07-24,0,CO,Under Reconstruction
N01011700074,010003028498,"2nd Floor Rear, 7/9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2018-07-24,0,CO,Under Reconstruction
N01011700076,,"Car Space 3 , R/O 7/9, Cambridge Road, Harrogate, HG2 1PB",HG2 1PB,,,2017-03-01,1000,CP1,Car Parking Space
N01011700077,,"Car Space 4, R/O 7/9, Cambridge Road, Harrogate, HG2 1PB",HG2 1PB,,,2017-03-01,1000,CP1,Car Parking Space
N01011700078,,"Pt 1st Flr Front, 7/9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2018-07-24,0,CO,Under Reconstruction
N01011700079,,"Pt 1st Flr Rear, 7/9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2018-07-24,0,CO,Under Reconstruction
N01011700090,100052003734,"9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2018-12-14,65500,CS,SHOP AND PREMISES
N01011700100,100052183557,"11, Cambridge Road, Harrogate, HG2 1NS",HG2 1NS,,,1995-04-01,124000,CS6,POST OFFICE AND PREMISES
N01011700101,,"Advertising Rights, (Bt Phone Box 01423 504155), Cambridge Road, Harrogate, HG2 1NS",HG2 1NS,,,2017-10-01,550,CA,Advertising Right and Premises
N01011700102,,"Advertising Rights (Bt Phone Box 01423 567734), At Post Office, Opp Tesco/Costa, Cambridge Road, Harrogate, HG2 1NS",HG2 1NS,,,2017-10-01,550,CA,Advertising Right and Premises
N01011700131,,"13, Cambridge Road, Harrogate, North Yorkshire, HG1 1DB",HG1 1DB,53.99477,-1.54086,2010-04-01,98000,CS,Shop and Premises
N01011709010,100052003634,"Unit 1, Nidderdale House, Cambridge Road, Harrogate, HG1 1NS",HG1 1NS,53.99356,-1.54097,1995-04-01,93000,CS,SHOP AND PREMISES
N01011709020,100052209546,"The Den, Nidderdale House, Cambridge Road, Harrogate, HG1 1NS",HG1 1NS,53.99356,-1.54097,2014-03-03,36500,CL,Public House and Premises
N01011709025,,"Units 2 & 3, Nidderdale House, Cambridge Road, Harrogate, North Yorkshire, HG1 1NS",HG1 1NS,53.99356,-1.54097,2009-02-04,90000,CS,Shop and Premises
N01011709050,100052003798,"Unit 4, Nidderdale House, Cambridge Road, Harrogate, HG1 1NS",HG1 1NS,53.99356,-1.54097,2018-07-04,65500,CR,RESTAURANT AND PREMISES
N01011709056,,"Office 6, 2nd Floor, 5, Cambridge Road, Harrogate, HG2 1PB",HG2 1PB,,,2007-05-21,1725,CO,Office
N01011709057,,"Office 5, 2nd Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2013-12-01,740,CO,Offices and Premises
N01011709060,010003028502,"Units 5 & 6, Nidderdale House, Cambridge Road, Harrogate, HG1 1NS",HG1 1NS,53.99356,-1.54097,2008-03-02,136000,CR,RESTAURANT AND PREMISES
N01011709061,,"Office 2, 1st Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2014-04-01,1350,CO,Offices and Premises
N01011709062,,"Ground Floor Display, & Part 1st Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2013-01-01,1350,CO,Offices and Premises
N01011709063,,"Offices 1&3 1st Floor, 5, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2013-12-03,4150,CO,Offices and Premises
N01011709070,010003028503,"Unit 7, Nidderdale House, Cambridge Road, Harrogate, HG1 1NS",HG1 1NS,53.99356,-1.54097,2013-02-28,62500,CS,SHOP AND PREMISES
N01011800020,100052003276,"2, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2000-04-03,67500,CS,SHOP AND PREMISES
N01011800021,010003028504,"First Floor, 2, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2001-03-26,6100,CO,OFFICES & PREMISES
N01011800040,100052183558," 4, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2000-04-05,48000,CS,SHOP AND PREMISES
N01011800060,100052003131,"6, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2007-11-02,95000,CS,Shop and Premises
N01011800061,010003038355,"8, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2016-04-18,52500,CS,Shop and Premises
N01011800120,100052003648,"12, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2014-01-03,65000,CS,SHOP AND PREMISES
N01011800140,100052003649,"14, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,1995-04-01,68000,CS,SHOP AND PREMISES
N01011800182,100052003170,"Marks & Spencer, 18-20, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2010-04-01,1260000,CS,Shop and Premises
N01011800183,,"Atm Site, Marks & Spencer, 18-20, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2017-11-16,8300,CX,Site of Atm and Premises
N01011800190,100052003163,"19/21, Cambridge Street, Harrogate, North Yorkshire, HG1 1RW",HG1 1RW,53.99309,-1.54,2012-07-06,94500,CS,Shop and Premises
N01011800230,100052183559,"23/23a/25, Cambridge Street, Harrogate, North Yorkshire, HG1 1RW",HG1 1RW,53.99309,-1.54,2012-06-07,124000,CS,SHOP AND PREMISES
N01011800240,100052003650,"24, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2015-08-24,130000,CS,SHOP AND PREMISES
N01011800261,,"Store Number 1669, 26/28, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2009-02-12,530000,CS,Shop and Premises
N01011800291,,"29, Cambridge Street, Harrogate, North Yorkshire, HG1 1RW",HG1 1RW,53.99309,-1.54,2017-06-15,150000,CS,Shop and Premises
N01011800301,,"30, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2004-08-23,45500,CS,Shop and Premises
N01011800321,100052003120,"32, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2006-10-18,65000,CS,SHOP AND PREMISES
N01011800330,100052003647,"33/37, Cambridge Street, Harrogate, North Yorkshire, HG1 1RW",HG1 1RW,53.99309,-1.54,2018-10-19,445000,CS,SHOP AND PREMISES
N01011800342,100052003132,"34, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2010-11-13,58500,CS,SHOP AND PREMISES
N01011800360,100052003480,"36, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2010-05-04,1090000,CS,Shop and Premises
N01011800361,,"Airwave Solutions (Nyk001), Roof Of, 36, Cambridge Street, Harrogate, North Yorkshire, HG1 1RX",HG1 1RX,53.99333,-1.53966,2010-04-01,12500,MT1,Communication station and premises
N01012000001,,"1, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2017-12-15,2375,CO,Offices and Premises
N01012000022,010023254205,"2, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2001-09-01,8900,CW,WAREHOUSE AND PREMISES
N01012000023,100052004653,"2a, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,1998-03-01,5400,CW,WAREHOUSE AND PREMISES
N01012000032,,"Carmaster(Uk) Ltd Units 1-4, Kindon Court, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2014-02-27,21500,IF3,Workshop and Premises
N01012000033,,"Unit 5, Kindon Court, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2015-03-23,7500,IF3,Workshop and Premises
N01012000040,200002488705,"4, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2007-11-12,12250,CG1,Vehicle Repair Workshop and Premises
N01012000091,,"Car Space 1, R/O 7/9, Cambridge Road, Harrogate, HG1 1PB",HG1 1PB,53.99335,-1.54154,2014-06-03,1000,CP1,Car Parking Space
N01012000092,,"Car Space 2, R/O 7/9, Cambridge Road, Harrogate, HG2 1PB",HG2 1PB,,,2007-05-31,1000,CP1,Car Parking Space
N01012000171,010003038357,"John Farrah Ltd, 15/17, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,1999-06-16,34500,IF,Factory and Premises
N01012000255,010013656481,"Unit 3, 25, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2019-01-01,9000,IF3,WORKSHOP AND PREMISES
N01012000257,,"Unit 1, 25, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2014-01-01,8600,CW3,store and premises
N01012000258,,"Unit 2, 25, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2019-01-01,8200,CW,Warehouse and Premises
N01012000259,,"25a/25b, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2014-03-01,9700,IF3,Workshop and Premises
N01012000260,100052183564,"26, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2018-12-01,6200,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N01012000271,010003028508,"Unit 1, 27, Camwall Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,1997-11-15,9800,CW,WAREHOUSE & PREMISES
N01012000273,200002734338,"Unit 2, 27, Camwal Road, Harrogate, North Yorkshire, HG1 2PT",HG1 2PT,53.99022,-1.55614,2009-04-01,13500,CW,WAREHOUSE & PREMISES
N01012000274,010003028509,"Unit 3, 27, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2015-03-17,12000,IF3,Workshop and Premises
N01012000281,010023261840,"28, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2013-05-01,6000,CW,Warehouse and Premises
N01012000291,,"Unit 3, 29, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2003-03-02,8600,CW,WAREHOUSE AND PREMISES
N01012000292,010003028511,"Unit 1, 29, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,1995-04-01,8600,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N01012000293,010003028512,"Unit 2, 29, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2001-05-25,8400,CW,WAREHOUSE AND PREMISES
N01012000302,010023261841,"30, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2018-10-01,6000,CG1,Vehicle Repair Workshop and Premises
N01012000312,,"K Watson, 31, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2005-09-16,8800,CG2,Garage and Premises
N01012000313,,"A D P Automotive, Unit 4, 29, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2005-03-01,9300,CG2,Garage and Premises
N01012000320,100052183567,"32, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2008-05-01,6300,CW,WAREHOUSE AND PREMISES
N01012000330,100052183568,"33, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2014-04-01,8900,CW3,STORE AND PREMISES
N01012000361,100052183569,"34/36, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2018-06-08,10500,IF3,WORKSHOP AND PREMISES
N01012000381,100052183570,"38a, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,1995-04-01,5400,IF3,WORKSHOP & PREMISES
N01012000382,100052183571,"1a, Camwal Road, Harrogate, North Yorkshire, HG1 4PT",HG1 4PT,53.99988,-1.50063,2006-04-01,4100,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
