Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00080999250305,Moorside Building Supplies Ltd,"Warehouse, Hull Road, Osgodby, Selby, YO8 5HG",YO8 5HG,53.796539,-1.031355,Y,1992-04-01,11750,IX,Industrial Unclassified,,,Small Business Rate,-5050.84,,
N00080999250517,,"Route 66 , Hull Road, Osgodby, Selby, YO8 5HG",YO8 5HG,53.796539,-1.031355,Y,2017-02-19,5000,CS,Shop And Premises,,,Small Business Rate,-1664.48,,
N00080999250521,,"The Hair Studio, Hull Road, Osgodby, Selby, YO8 5HG",YO8 5HG,53.796539,-1.031355,Y,1998-09-03,6100,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-2928.00,,
N00080999250522,Selby Hydraulic Services Ltd,"Units 5-6 Apollo Business Centre, Hull Road, Osgodby, Selby, YO8 5HX",YO8 5HX,53.787541,-1.017876,Y,2006-04-24,4150,IF3,Workshop And Premises,,,Small Business Rate,-1992.00,,
N00080999250545,,"The Rowans, Hull Road, Osgodby, Selby, YO8 5HG",YO8 5HG,53.796539,-1.031355,Y,2018-10-29,1225,CW3,Store And Premises,,,,,,
N00080999250700,,"Unit 7 Apollo Business Centre, Hull Road, Osgodby, Selby, YO8 5HX",YO8 5HX,53.787541,-1.017876,Y,2011-10-01,4550,IF3,Workshop And Premises,,,Small Business Rate,-2184.00,,
N00080999250800,,"Unit 8 Apollo Business Centre, Hull Road, Osgodby, Selby, YO8 5HX",YO8 5HX,53.787541,-1.017876,Y,2010-01-18,2425,IF3,Workshop And Premises,,,,,,
N00080999250900,,"Unit 9 Apollo Business Centre, Hull Road, Osgodby, Selby, YO8 5HX",YO8 5HX,53.787541,-1.017876,Y,2013-10-01,4550,IF3,Workshop And Premises,,,Small Business Rate,-2184.00,,
N00080999255000,,"Storage Yard At Apollo Business Centre, Hull Road, Osgodby, Selby, YO8 5HX",YO8 5HX,53.787541,-1.017876,Y,2009-04-01,6600,CW1,Land Used For Storage And Premises,,,Small Business Rate,-1377.50,,
N0009015540501A,,"Wind Turnbine At Commonside Farm, Barlow Common Road, Barlow, Selby, YO8 8JF",YO8 8JF,53.756606,-1.048503,Y,2015-01-20,23500,FE,Electricity Hereditament And Premises,,,Localised Discretionary ; Small Business Rate ; Supporting Small Business,-2045.24,,
N00090156350021,Selby Area Internal Drainage Board,"Unit At Botany Bay Farm, Selby Road, Barlow, Selby, YO8 8ND",YO8 8ND,53.751514,-1.054805,Y,2011-02-01,8900,CW,Warehouse And Premises,,,,,,
N0009099905010B,North Yorkshire County Council,"County Primary School, Main Road, Barlow, Selby, YO8 8EJ",YO8 8EJ,53.753208,-1.023874,Y,1990-04-01,9100,EL,School And Premises,,,,,,
N00090999050401,Barlow Amenity Centre,"Amenity Centre, Park Lane, Barlow, Selby, YO8 8JW",YO8 8JW,53.750086,-1.021262,Y,1990-04-01,4550,CL2,Club And Premises (Social),,,Small Business Rate,-2184.00,,
N00090999050702,Barlow Village Hall Committee,"Barlow Village Hall, Park Lane, Barlow, Selby, YO8 8JW",YO8 8JW,53.750086,-1.021262,Y,1990-04-01,6200,LC,Community Centres And Premises,,,Discretionary,-1354.54,,-1354.54
N00090999050806,Yorkshire Water,"Sewage Disposal Works, Carr Lane, Barlow, Selby, YO8 7BH",YO8 7BH,53.788988,-1.043596,Y,1990-04-01,15250,NW,Sewage Treatment Works And Premises,,,,,,
N00090999060028,,"Brown Cow Brewery, Brown Cow Road, Barlow, Selby, YO8 8EH",YO8 8EH,53.764555,-1.006863,Y,1997-10-01,1375,IX,Industrial Unclassified,,,Small Business Rate,-660.00,,
N0010001505009X,Manor Renewables Ltd,"Anaerobic Digestion Facility, Manor Road, Beal, Goole, DN14 0ST",DN14 0ST,53.721211,-1.198651,Y,2015-08-15,30750,FE,Electricity Hereditament And Premises,,,Small Business Rate; Supporting Small Business,-1598.03,,
N0010001515010X,Harworth Estates (Uk Coal) Ltd,"Kellingley Colliery,,, Kellingley Road, Knottingley, WF11 8DT",WF11 8DT,53.707617,-1.206196,Y,2016-03-24,0,IM1,Mine And Premises,,,,,,
N00100015155123,Red Rose Infrastructure Ltd,"Kellingley Colliery,, Kellingley Road, Knottingley, WF11 8DT",WF11 8DT,53.707617,-1.206196,Y,2012-10-01,40500,IX,Industrial Unclassified,,,,,,
N00100055050706,Star Pubs & Bars Ltd,"Kings Arms, Marsh Lane, Beal, Goole, DN14 0SL",DN14 0SL,53.723378,-1.193426,Y,2019-01-10,37700,CL,Public House And Premises,,,,,,
N00100060005406,,"54, Weeland Road, Beal, Goole, DN14 0SY",DN14 0SY,53.711991,-1.200326,Y,1993-06-01,1150,CW3,Store And Premises,,,,,,
N00100075050607,,"Jenny Wren, Main Street, Beal, Goole, DN14 0SS",DN14 0SS,53.721852,-1.195062,Y,2014-03-03,10700,CL,Public House And Premises,,,Small Business Rate,-4893.00,,
N00100075050908,Beal Village Hall Trust,"Village Hall, Beal Lane, Beal, Goole, DN14 0SQ",DN14 0SQ,53.721013,-1.190653,Y,1990-04-01,3650,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-922.74,-738.19,-184.55
N00100075060007,Gordons Transport Ltd,"Gordons Transport, Manor Road, Beal, Goole, DN14 0ST",DN14 0ST,53.721211,-1.198651,Y,1995-01-01,27500,IF3,Workshop And Premises,,,,,,
N00100141500091,Olive Tree Day Nursery Ltd,"Beal House Bungalow, Beal Lane, Beal, Goole, DN14 0SQ",DN14 0SQ,53.721013,-1.190653,Y,2012-12-15,6400,EN1,Day Nursery & Premises,,,Small Business Rate,-3072.00,,
N0010015005010A,Manor Farm Machinery Ltd,"Wind Turbine At Manor Farm, Manor Road, Beal, Goole, DN14 0ST",DN14 0ST,53.721211,-1.198651,Y,2013-05-20,14750,FE,Electricity Hereditament And Premises,,,,,,
N00100159550100,,"10, Broad Lane, Beal, Goole, DN14 0SH",DN14 0SH,53.721946,-1.191696,Y,2017-04-01,1400,IF3,Workshop And Premises,,,Small Business Rate,-672.00,,
N00100161305010,Trustees Of Paul Caddick 2010 Family Settlement,"Wind Turbine On Land Opposite Caddick Construction, Weeland Road, Kellingley, Knottingley, WF11 8DN",WF11 8DN,53.707431,-1.209203,Y,2014-08-01,1600,FE,Electricity Hereditament And Premises,,,Small Business Rate,-218.10,,
N00100162550009,Kellingley Solar Farm Limited,"Kellingley Solar Farm, Sudforth Lane, Beal, Goole, DN14 0SZ",DN14 0SZ,53.711516,-1.199183,Y,2017-03-29,19000,FE,Electricity Hereditament And Premises,,,,,,
N0010049700051A,,"The Farmers Kitchen At Brears Farm Nursery, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2017-11-29,8500,CR1,Cafe And Premises,,,Small Business Rate,-4080.00,,
N00100497050109,Oreya Ltd,"Yard Unit 1 At Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2011-11-01,3200,IF,Factory And Premises,,,Small Business Rate,-1536.00,,
N00100497050201,Greenlogic Environmental Solutions Ltd,"Unit 2 Bottom Fold At Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2012-06-20,4900,CO,Office And Premises,,,Small Business Rate,-2352.00,,
N00100497050301,,"Yard Unit 2  At Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2007-08-11,4200,IF,Factory And Premises,,,Small Business Rate,-2050.23,,
N00100497050311,,"Unit At Kellingley Farm, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2011-01-28,3200,IF3,Workshop And Premises,,,Small Business Rate,-1391.85,,
N00100497050401,,"Yard Unit 3 At Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2012-09-30,3200,IF,Factory And Premises,,,Small Business Rate,-1536.00,,
N00100497050902,,"Diy Stables At Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2011-11-01,4300,LX,Leisure Unclassified,,,Small Business Rate,-1635.78,,
N00100497050911,Trans-Fix Commercials Ltd,"Haulage Yard At Brears Farmhouse, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2017-04-01,26500,CW1,Land Used For Storage And Premises,,,,,,
N00100508450115,Hodgson & Clayton Ltd,"Hodgson & Clayton At Roberts, Lunn Lane, Beal , Goole, DN14 0SE",DN14 0SE,53.714116,-1.18627,Y,2012-04-01,5600,IF3,Workshop And Premises,,,,,,
N0010050845013X,Roberts (Cgt) Contractors Ltd,"Roberts (Cgt) Contractors Ltd, Lunn Lane, Beal , Goole, DN14 0SE",DN14 0SE,53.714116,-1.18627,Y,2014-08-11,25500,IF3,Workshop And Premises,,,,,,
N00100999550301,,"Brears Farm Nurseries., Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2005-04-01,3400,CX,Other Commercial,,,Small Business Rate,-1632.00,,
N0010099955030X,,"Unit 1 Brears Farm Nurseries, Stocking Lane, Kellingley, Knottingley, WF11 8DL",WF11 8DL,53.708952,-1.208246,Y,2015-02-13,4900,CO,Office And Premises,,,Small Business Rate,-2352.00,,
N0011016375000F,,"Oxmoor Grange Farm, Oxmoor Lane, Biggin, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,2015-05-01,3100,MX,Miscellaneous Unclassified,,,Small Business Rate,-774.84,,
N00110163750300,," Camping Site Bridge House, Oxmoor Lane, Biggin, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,2013-06-01,1000,CC,Camping Site,,,Small Business Rate,-258.28,,
N00110163752017,,"Bridge Farm Livery Bridge Farm, Oxmoor Lane, Biggin, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,2017-04-01,3200,LX,Leisure Unclassified,,,Small Business Rate,-1536.00,,
N00110999050206,Mobile Broadband Network Ltd,"T Mobile Site No 65654 At, Fir Tree Farm, Biggin, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,2009-10-26,6700,MT1,Communication Station And Premises,,,,,,
N00110999050606,Blacksmiths Arms (Bh) Ltd,"Blacksmiths Arms., Oxmoor Lane, Biggin, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,2017-10-12,15450,CL,Public House And Premises,,,Pub,-665.75,,
N0012000500138X,,"The Orchards, 54a, Back Lane, Bilbrough, York, YO23 3PL",YO23 3PL,53.912908,-1.192779,Y,2010-02-01,2500,CO,Office And Premises,,,Small Business Rate,-1076.17,,
N00120012050203,,"The Croft, Colton Lane End, Steeton, Tadcaster, LS24 8EJ",LS24 8EJ,53.90470,-1.18812,Y,1990-04-01,3800,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-1750.57,,
N00120020053109,,"Three Hares Inn, Main Street, Bilbrough, York, YO23 3PH",YO23 3PH,53.912016,-1.192568,Y,2017-05-02,15400,CL,Public House And Premises,,,Small Business Rate; Supporting Small Business ; Pub,-4041.65,,
N00120020060102,Mcdonalds Restaurants Ltd,"Mcdonalds Restaurant, Tadcaster Road, Bilbrough, York, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,1993-12-20,97500,CR,Restaurant And Premises,,,Localised Discretionary,,,
N00120020060206,Optimum Vehicles Limited,"Armstrong Massey, Tadcaster Road, Bilbrough, York, YO23 3NX",YO23 3NX,53.905367,-1.187558,Y,2018-12-10,75500,CG3,Car Showroom And Premises,,,,,,
N0012005050525X,,"2 Carriage House, Back Lane, Bilbrough, York, YO23 3PL",YO23 3PL,53.912908,-1.192779,Y,2018-12-19,3200,CH1,Self Catering Holiday Unit And Premises,,,,,,
N00120055050207,Wescott Trading Ltd,"Scotts, Tadcaster Road, Bilbrough, York, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,2014-07-10,33750,CR,Restaurant And Premises,,,,,,
N00120065000101,Motor Fuel Ltd,"Bilbrough Filling Station, York Road, Steeton, Tadcaster, LS24 8EG",LS24 8EG,53.89952,-1.20034,Y,2005-07-12,29250,CG,Petrol Filling Station And Premises,,,Localised Discretionary,,,
N00120065000109,Motor Fuel Ltd,"Travelex Atm X050497 At Bilbrough Filling Station, York Road, Steeton, Tadcaster, LS24 8EG",LS24 8EG,53.89952,-1.20034,Y,2005-04-01,1300,CX,Other Commercial,,,,,,
N00120065000119,Primesight Ltd,"Advertising Rights At, East Tad Service Station, A64 East, Tadcaster, YO23 3PD",YO23 3PD,53.925974,-1.185895,Y,2002-12-20,1200,CA,Advertising Right,,,,,,
N001201657000AB,,"Wedding Venue At Normans Farm, Main Street, Bilbrough, York, YO23 3PQ",YO23 3PQ,53.918564,-1.201288,Y,2016-04-01,10200,CX,Other Commercial,,,Small Business Rate,-2295.83,,
N00120166450000,York Pullman Bus Co Ltd,"Land At, Warren Lodge, Tadcaster Road, Bilbrough, York, YO23 3PP",YO23 3PP,53.906408,-1.184639,Y,2015-06-18,5500,CW1,Land Used For Storage And Premises,,,,,,
N00120405650001,Travelodge Hotels Ltd,"Travelodge, York Road, Steeton, Tadcaster, LS24 8EG",LS24 8EG,53.89952,-1.20034,Y,2005-10-20,76000,CH,Hotel And Premises,,,,,,
N00120405650002,Euro Garages Ltd,"Little Chef, York Road, Steeton, Tadcaster, LS24 8EG",LS24 8EG,53.89952,-1.20034,Y,2017-07-01,60000,CR,Restaurant And Premises,,,,,,
N00120999050102,Bilbrough Village Hall,"Village Hall, Redhill Field Lane, Bilbrough, York, YO23 3PL",YO23 3PL,53.912908,-1.192779,Y,1990-04-01,2050,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-614.96,-491.97,-122.99
N00130005050019,,"Unit 1 Birkin Farm, Haddlesey Road, Birkin, Knottingley, WF11 9LS",WF11 9LS,53.73654,-1.193902,Y,2010-10-01,5900,IF3,Workshop And Premises,,,Small Business Rate,-1951.46,,
N00130005050400,Paintball Commando Ltd,"Paintball Commando At Leatherbelly Wood, Birkin Lane, Birkin, Knottingley, WF11 9LY",WF11 9LY,53.732851,-1.208192,Y,2001-04-01,1000,LX,Leisure Unclassified,,,Small Business Rate,-430.47,,
N00130035050207,Yorkshire Developments Ltd,"Holme Farm House, Roe Lane, Birkin, Knottingley, WF11 9LR",WF11 9LR,53.737353,-1.198541,Y,2018-04-01,1275,CO,Office And Premises,,,,,,
N00130165050106,,"Livery Yard At Park House Farm, Birkin Lane, Birkin, Knottingley, WF11 9LY",WF11 9LY,53.732851,-1.208192,Y,2006-08-31,4250,LX,Leisure Unclassified,,,Small Business Rate,-1578.39,,
N00130167300001,Booth Brothers Energy Ltd,"Anaerobic Digestion Plant, Smeathalls Farm, Birkin Lane, Birkin, Knottingley, WF11 9LZ",WF11 9LZ,53.720635,-1.224443,Y,2014-09-25,46250,FE,Electricity Hereditament And Premises,,,Localised Discretionary,,,
N00130167650019,,"Birkin Fisheries & Cafe , Haddlesey Road, Birkin, Knottingley, WF11 9LS",WF11 9LS,53.73654,-1.193902,Y,2018-04-01,2850,CR1,Cafe And Premises,,,Small Business Rate,-1368.00,,
N0013050675001T,Manor Farm Machinery Ltd,"Wind Turbine At Northfield Farm, Roe Lane, Birkin, Knottingley, WF11 9LW",WF11 9LW,53.741775,-1.206584,Y,2013-06-12,27500,FE,Electricity Hereditament And Premises,,,Localised Discretionary,,,
N00130999050107,Selby District Council,"Sewage Disposal Works, Roe Lane, Birkin, Knottingley, WF11 9LR",WF11 9LR,53.737353,-1.198541,Y,1990-04-01,620,NW,Sewage Treatment Works And Premises,,,,,,
N0015001732017A,,"The Annex At Oliver Farm, Bolton Percy, York, YO23 7DY",YO23 7DY,53.867751,-1.187312,Y,2015-04-01,3200,CH1,Self Catering Holiday Unit And Premises,,,,,,
N0015017080070B,Harrison Spinks Component Ltd,"Hornington Manor , Bolton Percy, York, YO23 7AS",YO23 7AS,53.870633,-1.212588,Y,2013-08-01,41250,CH1,Self Catering Holiday Unit And Premises,,,,,,
N00150999051025,Nun Appleton Estate,"Former Church Of England School, School Lane, Bolton Percy, York, YO23 7AQ",YO23 7AQ,53.864725,-1.191821,Y,2002-04-01,2050,LC3,Hall And Premises,,,,,,
N00150999051515,Bolton Game Farm Ltd,"Bolton Game Farm, ., Bolton Percy, York, YO23 7AB",YO23 7AB,53.860587,-1.20335,Y,2002-04-01,3200,MX,Miscellaneous Unclassified,,,Small Business Rate,-746.15,,
N00150999051545,Orange Personal Communications Services Ltd,"Orange Pcs Site No Nyko139, Nun Appleton, Appleton Roebuck, York, YO23 7BD",YO23 7BD,53.868283,-1.175724,Y,2002-04-01,7200,MT1,Communication Station And Premises,,,,,,
N00150999051616,Bolton Game Farm Ltd,"Incubation House, Manor Farm, Bolton Percy, York, YO23 7AL",YO23 7AL,53.8658,-1.192667,Y,2002-04-01,370,MX,Miscellaneous Unclassified,,,Small Business Rate,-213.57,,
N00150999051804,Samuel Smith Old Brewery (Tadcaster) Ltd,"Crown Inn, Bolton Percy, York, YO23 7AG",YO23 7AG,53.864538,-1.193497,Y,1998-02-03,2550,CL,Public House And Premises,,,Rural Mandatory; Top Up Rural,-1181.07,-590.53,-590.54
N00150999051900,,"D'Oyly Tea Rooms At North House, Bolton Percy, York, YO23 7AL",YO23 7AL,53.8658,-1.192667,Y,2006-04-12,5000,CR1,Cafe And Premises,,,Small Business Rate,-2356.55,,
N0015099905420B,Bolton Percy Cricket Club,"Cricket Ground, Oxton Lane, Bolton Percy, York, YO23 7AN",YO23 7AN,53.866548,-1.192866,Y,1990-04-01,2700,LS,Sports Ground And Premises,,,Small Business Rate,-1296.00,,
N0016001505111A,St Mary'S Catholic Primary School,"St Marys Rc Primary School, Baffam Lane, Selby, YO8 9AX",YO8 9AX,53.771378,-1.081367,Y,1990-04-01,33000,EL,School And Premises,,,Mandatory,-10560.04,-10560.04,
N00160015051209,Selby Bowling Club,"Selby Bowling Club Ltd, Baffam Lane, Selby, YO8 9AX",YO8 9AX,53.771378,-1.081367,Y,1990-04-01,33200,LX,Leisure Unclassified,,,CASC Mandatory,-13094.08,-13094.08,
N00160018351900,,"Ground Mounted Photovoltaic Array At Brayton Hall, Brayton Lane, Brayton, Selby, YO8 9DU",YO8 9DU,53.765912,-1.077678,Y,2015-05-26,310,FE,Electricity Hereditament And Premises,,,Small Business Rate,-91.83,,
N0016001870001B,Community Partners Limited,"Sponsored Roundabout (Barlby) A63, Doncaster Road, Brayton, Selby, YO8 9HD",YO8 9HD,53.766202,-1.090871,Y,2015-05-01,600,CX,Other Commercial,,,,,,
N00160019250001,,"Brayton Farm Shop, Mill Lane, Brayton, Selby, YO8 9LB",YO8 9LB,53.763464,-1.097316,Y,2015-10-22,23000,CS,Shop And Premises,,,,,,
N00160025000609,,"6, Barff Lane, Brayton, Selby, YO8 9ER",YO8 9ER,53.767483,-1.092785,Y,2013-08-02,4350,CS,Shop And Premises,,,Small Business Rate,-2088.00,,
N0016002505010A,,"5a, Barff Lane, Brayton, Selby, YO8 9ER",YO8 9ER,53.767483,-1.092785,Y,1990-04-01,5300,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-2544.00,,
N00160055050101,Brayton & District Burial Authority,"Cemetery, Brackenhill Lane, Brayton, Selby, YO8 9RY",YO8 9RY,53.772646,-1.090792,Y,1990-04-01,1125,MC,"Cemeteries, And Premises",,,Small Business Rate,-373.07,,
N00160055051111,Orange Personal Communication Services Ltd,"Orange Pcs Site No. Nyk0133 At The Bungalow, Brackenhill Lane, Brayton, Selby, YO8 9RY",YO8 9RY,53.772646,-1.090792,Y,2005-04-01,9400,MT1,Communication Station And Premises,,,,,,
N00160065051101,C Dawson And Son Ltd,"The Green, Brayton Lane, Brayton, Selby, YO8 9DZ",YO8 9DZ,53.766847,-1.085941,Y,2011-04-05,9800,CS,Shop And Premises,,,Small Business Rate,-4704.00,,
N00160065054203,Holmefield Veterinary Group,"Holmefield Veterinary Centre, Brayton Lane, Brayton, Selby, YO8 9DU",YO8 9DU,53.765912,-1.077678,Y,1990-04-01,35500,MH,Surgery And Premises,,,,,,
N00160110051308,,"Brayton Post Office, Doncaster Road, Brayton, Selby, YO8 9HD",YO8 9HD,53.766202,-1.090871,Y,2009-04-29,9100,CS6,Post Office And Premises,,,Small Business Rate,-3271.56,,
N00160110053722,Primesight Ltd,"Advertising Right At Primesight Yd900101, Doncaster Road, Brayton, Selby, YO8 9HD",YO8 9HD,53.766202,-1.090871,Y,2001-04-01,200,CA,Advertising Right,,,,,,
N00160110053733,Primesight Ltd,"Advertising Right At Primesight Yd900102, Doncaster Road, Brayton, Selby, YO8 9HD",YO8 9HD,53.766202,-1.090871,Y,2001-04-01,420,CA,Advertising Right,,,,,,
N00160110053801,Raise The Bar Selby (Ltd),"Swan Inn., Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,2018-06-25,20000,CL,Public House And Premises,,,,,,
N00160110054202,Pcs Leisure Ltd,"The Grey Horse Inn, Doncaster Road, Brayton, Selby, YO8 9HD",YO8 9HD,53.766202,-1.090871,Y,2015-11-28,10500,CL,Public House And Premises,,,Pub,-1000,,
N00160110055008,Brayton Scouts & Guides,"Scout & Guide Headquarters, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,1990-04-01,3000,LC3,Hall And Premises,,,Discretionary Top Up; Mandatory,-899.94,-719.95,-179.99
N00160110055313,Brayton Head Start Playgroup,"Nursery At Brayton High School, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,1993-09-13,3500,EN1,Day Nursery & Premises,,,Discretionary Top Up; Mandatory,-1725.50,-1380.40,-345.10
N00160110055417,Beech Tree Surgery,"Beech Tree Surgery, 68, Doncaster Road, Brayton, Selby, YO8 9AJ",YO8 9AJ,53.77494,-1.08053,Y,2013-04-01,55500,MH1,Health Centres,,,Localised Discretionary,,,
N00160110055436,L Rowland & Co (Retail) Ltd,"Pharmacy Beech Tree Surgery, 68, Doncaster Road, Brayton, Selby, YO8 9AJ",YO8 9AJ,53.77494,-1.08053,Y,2002-01-28,33750,CS,Shop And Premises,,,,,,
N0016011005544B,,"Beech Tree Surgery, 68, Doncaster Road, Brayton, Selby, YO8 9AJ",YO8 9AJ,53.77494,-1.08053,Y,2016-04-01,2850,MH,Surgery And Premises,,,,,,
N0016011005560A,Selby Town Council,"Cemetery, Long Mann Hills Road, Brayton, Selby, YO8 9BL",YO8 9BL,53.775538,-1.077412,Y,1990-04-01,10000,MC,"Cemeteries, And Premises",,,,,,
N00160110056301,Rodillian Multi Academy Trust,"Brayton High School, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,2016-09-01,119000,EL,School And Premises,,,Mandatory,-84975.54,-84975.54,
N00160175450016,Tesco Stores Limited,"Tesco, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,2010-04-01,183000,CG,Petrol Filling Station And Premises,,,,,,
N00160175450027,Tesco Personal Finance Plc,"Atm Site At Tesco, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,,2010-04-01,11250,CX,Other Commercial,Y,2018-11-16,Emprty Property Non Industrial,,,
N0016018185001A,Orion Homes Ltd,"Sales Office Cabin, Orion Homes Ltd, Hollytree Way, Brayton, Selby, YO8 9SS",YO8 9SS,53.765938,-1.095053,Y,2018-10-19,1775,CX,Other Commercial,,,,,,
N00160188051017,Barnardos,"Unit At Tesco Store, Doncaster Road, Brayton, Selby, YO8 9EG",YO8 9EG,53.768776,-1.088878,Y,2010-06-30,14250,CS,Shop And Premises,,,Mandatory,-4969.45,-4969.45,
N00160215051911,,"Mill Lane Stables, Mill Lane, Brayton, Selby, YO8 9LB",YO8 9LB,53.763464,-1.097316,Y,2003-07-25,17000,LX,Leisure Unclassified,,,,,,
